MAG	Depth	Cluster ID	Representative sequence
K_DeepCast_65m_m1_219	65	344_1	No
M_DeepCast_65m_m2_043	65	344_1	No
K_DeepCast_65m_m2_173	65	341_1	No
M_DeepCast_65m_mx_096	65	341_1	No
M_DeepCast_65m_m2_014	65	339_1	Representative sequence
K_DeepCast_65m_m1_161	65	332_0	No
M_DeepCast_65m_m2_019	65	330_1	No
M_DeepCast_65m_m1_242	65	325_2	No
K_DeepCast_65m_m1_206	65	325_2	No
K_DeepCast_65m_m1_204	65	324_1	No
M_DeepCast_65m_m1_222	65	324_1	No
M_DeepCast_65m_mx_257	65	323_3	No
K_DeepCast_65m_m2_244	65	322_1	No
M_DeepCast_65m_mx_214	65	322_1	No
K_DeepCast_65m_m2_074	65	316_1	No
K_DeepCast_65m_m2_193	65	315_1	Representative sequence
M_DeepCast_65m_m1_232	65	312_1	No
M_DeepCast_65m_m2_052	65	311_1	No
M_DeepCast_65m_m2_224	65	309_1	Representative sequence
K_DeepCast_65m_m2_014	65	309_1	No
M_DeepCast_65m_m2_117	65	308_1	No
K_DeepCast_65m_m2_065	65	308_1	No
K_DeepCast_65m_m1_223	65	307_1	Representative sequence
M_DeepCast_65m_m2_078	65	307_1	No
K_DeepCast_65m_m2_081	65	305_2	No
M_DeepCast_65m_m2_110	65	305_2	No
M_DeepCast_65m_m2_010	65	306_0	Representative sequence
K_DeepCast_65m_m2_190	65	304_1	No
M_DeepCast_65m_m2_035	65	304_1	No
M_DeepCast_65m_m2_084	65	303_1	No
K_DeepCast_65m_m2_259	65	303_1	No
K_DeepCast_65m_m1_198	65	302_1	No
M_DeepCast_65m_m2_188	65	302_1	No
K_DeepCast_65m_m1_220	65	301_1	No
K_DeepCast_65m_m1_252	65	295_2	No
M_DeepCast_65m_mx_014	65	295_2	No
K_DeepCast_65m_m1_272	65	293_1	No
M_DeepCast_65m_m2_060	65	293_1	No
M_DeepCast_65m_mx_150	65	293_2	Representative sequence
K_DeepCast_65m_m2_149	65	292_1	No
M_DeepCast_65m_m2_121	65	292_1	No
K_DeepCast_65m_m2_136	65	290_1	No
M_DeepCast_65m_m1_001	65	290_1	No
M_DeepCast_65m_m2_186	65	291_0	Representative sequence
M_DeepCast_65m_m2_155	65	289_1	Representative sequence
K_DeepCast_65m_m2_098	65	289_1	No
M_DeepCast_65m_mx_099	65	288_0	Representative sequence
K_DeepCast_65m_m2_255	65	286_1	No
M_DeepCast_65m_m2_251	65	286_1	No
M_DeepCast_65m_mx_134	65	286_3	No
K_DeepCast_65m_m2_037	65	285_1	No
M_DeepCast_65m_m2_006	65	285_1	No
M_DeepCast_65m_m2_098	65	284_11	No
M_DeepCast_65m_m2_256	65	279_1	Representative sequence
M_DeepCast_65m_m2_163	65	276_1	No
K_DeepCast_65m_m2_182	65	276_1	No
M_DeepCast_65m_m2_102	65	275_1	No
K_DeepCast_65m_m2_213	65	275_1	Representative sequence
M_DeepCast_65m_m1_262	65	272_1	Representative sequence
M_DeepCast_65m_m1_023	65	269_2	No
K_DeepCast_65m_m2_001	65	269_2	No
M_DeepCast_65m_mx_163	65	264_0	No
M_DeepCast_65m_m2_071	65	262_0	Representative sequence
K_DeepCast_65m_m2_236	65	261_0	Representative sequence
M_DeepCast_65m_m2_011	65	257_1	Representative sequence
K_DeepCast_65m_m1_226	65	256_1	No
M_DeepCast_65m_m1_226	65	246_1	Representative sequence
K_DeepCast_65m_m1_201	65	241_1	No
M_DeepCast_65m_m1_251	65	241_1	No
M_DeepCast_65m_m2_001	65	240_1	Representative sequence
K_DeepCast_65m_m2_139	65	240_1	No
M_DeepCast_65m_m2_131	65	237_1	No
K_DeepCast_65m_m2_023	65	237_1	No
M_DeepCast_65m_m2_190	65	229_1	No
K_DeepCast_65m_m1_055	65	229_1	Representative sequence
M_DeepCast_65m_m2_144	65	227_1	No
K_DeepCast_65m_m1_044	65	227_1	No
K_DeepCast_65m_m2_114	65	224_1	No
K_DeepCast_65m_m2_025	65	223_1	No
K_DeepCast_65m_m2_064	65	222_1	No
K_DeepCast_65m_m2_146	65	221_1	No
M_DeepCast_65m_mx_126	65	221_1	No
M_DeepCast_65m_mx_077	65	215_1	Representative sequence
K_DeepCast_65m_m2_021	65	214_1	No
K_DeepCast_65m_m1_074	65	211_1	No
M_DeepCast_65m_m2_241	65	208_1	No
K_DeepCast_65m_m2_084	65	208_1	No
M_DeepCast_65m_m1_095	65	207_0	Representative sequence
K_DeepCast_65m_m2_058	65	205_1	No
M_DeepCast_65m_mx_041	65	205_1	No
M_DeepCast_65m_m2_192	65	202_1	No
K_DeepCast_65m_m2_104	65	202_1	No
M_DeepCast_65m_m2_206	65	201_1	No
K_DeepCast_65m_m2_162	65	201_1	No
M_DeepCast_65m_m2_175	65	199_1	No
K_DeepCast_65m_m2_111	65	199_1	No
M_DeepCast_65m_m2_033	65	198_1	No
K_DeepCast_65m_m2_080	65	198_1	No
M_surface_6_m2_065	6	196_1	No
M_DeepCast_65m_m2_079	65	196_1	No
K_DeepCast_65m_m2_250	65	196_1	No
M_DeepCast_65m_m2_260	65	195_1	No
K_DeepCast_65m_m1_001	65	195_1	No
M_DeepCast_65m_mx_029	65	194_1	No
M_DeepCast_65m_m2_258	65	193_1	No
K_DeepCast_65m_m2_205	65	193_1	No
M_DeepCast_65m_m2_002	65	192_1	No
K_DeepCast_65m_m2_097	65	192_1	Representative sequence
K_DeepCast_65m_m2_222	65	191_1	No
M_DeepCast_65m_m2_145	65	191_1	No
M_DeepCast_65m_m2_250	65	189_1	No
K_DeepCast_65m_m2_212	65	189_1	No
K_DeepCast_65m_m1_228	65	187_1	No
M_DeepCast_65m_mx_073	65	187_1	No
M_DeepCast_65m_m1_099	65	186_0	No
M_DeepCast_65m_m1_011	65	185_0	Representative sequence
K_DeepCast_65m_m1_005	65	184_1	No
M_DeepCast_65m_m2_089	65	183_1	No
K_DeepCast_65m_m2_109	65	183_1	No
M_DeepCast_65m_m1_257	65	181_1	No
K_DeepCast_65m_m1_231	65	181_1	No
K_DeepCast_65m_m2_156	65	175_1	No
M_DeepCast_65m_m2_108	65	175_1	No
M_DeepCast_65m_m1_050	65	173_1	No
K_DeepCast_65m_m2_099	65	173_1	No
M_DeepCast_65m_m2_057	65	171_1	No
K_DeepCast_65m_m2_209	65	171_1	No
K_DeepCast_65m_m2_116	65	170_1	No
M_DeepCast_65m_m1_009	65	170_1	No
K_DeepCast_65m_m1_261	65	169_1	No
M_DeepCast_65m_m1_008	65	169_1	No
K_DeepCast_65m_m1_235	65	168_1	No
M_DeepCast_65m_m2_226	65	168_1	No
M_DeepCast_65m_m2_173	65	166_1	No
K_DeepCast_65m_m2_201	65	166_1	No
M_DeepCast_65m_m2_058	65	167_0	No
M_DeepCast_65m_mx_133	65	165_1	Representative sequence
M_DeepCast_65m_m2_216	65	164_1	No
M_DeepCast_65m_m2_020	65	163_1	No
K_DeepCast_65m_m1_004	65	163_1	No
K_DeepCast_65m_m1_010	65	161_1	No
K_DeepCast_65m_m2_008	65	155_1	No
M_DeepCast_65m_mx_058	65	154_1	No
K_DeepCast_65m_m2_251	65	146_1	Representative sequence
K_DeepCast_65m_m1_225	65	142_1	No
M_DeepCast_65m_m1_275	65	136_0	Representative sequence
K_DeepCast_65m_m2_166	65	132_0	No
K_DeepCast_65m_m1_117	65	131_1	No
M_DeepCast_65m_mx_165	65	131_1	No
M_DeepCast_65m_mx_036	65	128_3	Representative sequence
K_DeepCast_65m_m2_082	65	128_6	No
M_DeepCast_65m_m1_022	65	128_1	Representative sequence
M_DeepCast_65m_m2_041	65	127_1	Representative sequence
K_DeepCast_65m_m2_214	65	124_1	No
K_DeepCast_65m_m1_275	65	122_1	No
K_DeepCast_65m_m1_255	65	119_1	No
M_DeepCast_65m_m1_069	65	119_1	No
K_DeepCast_65m_m2_033	65	117_1	Representative sequence
M_DeepCast_65m_m2_031	65	107_1	No
K_DeepCast_65m_m1_264	65	107_1	No
K_DeepCast_65m_m1_015	65	106_1	Representative sequence
M_DeepCast_65m_m2_083	65	103_1	No
M_DeepCast_65m_m1_234	65	101_1	No
M_DeepCast_65m_mx_079	65	99_1	No
M_DeepCast_65m_m2_156	65	97_1	Representative sequence
M_DeepCast_65m_mx_143	65	96_0	No
M_DeepCast_65m_m1_147	65	94_1	No
K_DeepCast_65m_m1_086	65	91_1	No
M_DeepCast_65m_mx_104	65	91_1	No
M_DeepCast_65m_mx_196	65	87_1	No
K_DeepCast_65m_m2_165	65	86_1	No
M_DeepCast_65m_mx_221	65	86_1	No
K_DeepCast_65m_m1_251	65	85_1	No
M_DeepCast_65m_m1_284	65	85_1	Representative sequence
M_DeepCast_65m_m1_132	65	78_1	No
K_DeepCast_65m_m2_122	65	68_1	No
M_DeepCast_65m_mx_106	65	68_1	No
K_DeepCast_65m_m2_002	65	67_1	No
M_DeepCast_65m_mx_110	65	67_1	No
M_DeepCast_65m_mx_146	65	66_1	No
K_DeepCast_65m_m1_076	65	64_1	No
M_DeepCast_65m_mx_101	65	64_1	No
M_DeepCast_65m_m1_134	65	63_1	No
K_DeepCast_65m_m1_125	65	63_1	No
K_DeepCast_65m_m1_106	65	62_1	No
M_DeepCast_65m_mx_148	65	62_1	No
M_DeepCast_65m_mx_160	65	61_1	No
M_DeepCast_65m_m2_237	65	50_1	No
K_DeepCast_65m_m1_065	65	50_1	No
K_DeepCast_65m_m2_238	65	48_1	Representative sequence
M_DeepCast_65m_mx_161	65	48_1	No
M_DeepCast_65m_m2_221	65	37_1	No
M_DeepCast_65m_mx_003	65	36_1	No
M_DeepCast_65m_m2_177	65	11_1	No
M_DeepCast_65m_m1_255	65	10_1	No
M_surface_6_mx_066	6	529_1	No
M_surface_7_m2_066	7	475_1	No
M_surface_9_m2_066	9	181_1	No
K_Offshore_surface_m2_066	0	159_2	No
M_surface_6_m2_067	6	594_1	No
K_Offshore_surface_mx_067	0	325_2	No
M_surface_10_mx_067	10	171_1	No
M_surface_8_mx_067	8	171_1	No
M_surface_6_m2_068	6	564_1	No
M_surface_9_m2_068	9	283_1	Representative sequence
M_surface_10_m2_069	10	439_1	No
M_surface_6_m2_069	6	193_1	No
M_surface_8_m2_070	8	457_1	No
M_surface_8_m2_071	8	193_1	No
M_surface_7_m2_072	7	537_1	No
M_surface_7_m2_073	7	590_1	No
M_surface_7_m1_073	7	588_1	No
M_surface_10_mx_073	10	534_1	No
M_surface_6_m2_073	6	356_1	No
M_surface_6_mx_073	6	283_2	No
M_surface_7_m2_074	7	478_1	No
M_surface_10_mx_075	10	199_1	No
M_surface_7_m2_075	7	155_1	No
M_surface_10_m2_076	10	493_1	Representative sequence
M_surface_9_m2_076	9	130_3	No
M_surface_8_m1_077	8	587_7	No
M_surface_10_m2_077	10	276_1	No
M_surface_9_m1_077	9	153_1	No
K_Offshore_surface_mx_078	0	540_1	No
M_surface_10_m2_079	10	200_1	No
K_Offshore_80m_m2_030	80	605_1	No
K_Offshore_80m_m2_097	80	601_1	Representative sequence
K_Offshore_80m_m2_203	80	598_1	Representative sequence
K_Offshore_80m_m1_039	80	597_1	Representative sequence
K_Offshore_80m_m2_103	80	594_1	No
K_Offshore_80m_m2_004	80	580_1	No
K_Offshore_80m_m2_095	80	579_1	No
K_Offshore_80m_m1_233	80	572_1	No
K_Offshore_80m_m1_206	80	565_1	Representative sequence
K_Offshore_80m_m2_224	80	557_1	Representative sequence
M_surface_10_m1_080	10	556_19	No
M_surface_10_m2_080	10	556_1	No
K_Offshore_80m_m1_038	80	555_1	No
K_Offshore_80m_m2_091	80	549_1	No
K_Offshore_80m_m2_180	80	542_1	No
K_Offshore_80m_m2_087	80	540_1	No
M_surface_9_mx_080	9	529_1	No
K_Offshore_80m_m2_132	80	518_1	No
K_Offshore_80m_m2_205	80	502_2	No
K_Offshore_80m_m1_060	80	501_3	No
K_Offshore_80m_m1_029	80	499_1	No
M_surface_9_m2_080	9	499_1	Representative sequence
K_Offshore_80m_m1_118	80	496_1	No
K_Offshore_80m_m2_109	80	495_1	No
K_Offshore_80m_m2_200	80	494_1	No
K_Offshore_80m_m1_061	80	492_1	No
K_Offshore_80m_m2_084	80	490_1	Representative sequence
K_Offshore_80m_m2_216	80	478_1	No
K_Offshore_80m_m2_005	80	477_1	No
K_Offshore_80m_m2_136	80	471_1	No
K_Offshore_80m_m2_130	80	470_1	No
K_Offshore_80m_m2_209	80	454_1	No
K_Offshore_80m_m1_210	80	450_1	No
K_Offshore_80m_m2_006	80	445_1	Representative sequence
K_Offshore_80m_m2_101	80	441_0	Representative sequence
K_Offshore_80m_m1_015	80	440_1	No
K_Offshore_80m_m2_065	80	439_1	No
K_Offshore_80m_m2_233	80	434_1	No
K_Offshore_80m_m2_185	80	405_0	Representative sequence
K_Offshore_80m_m2_113	80	403_1	Representative sequence
K_Offshore_80m_m2_062	80	400_1	No
K_Offshore_80m_m2_110	80	399_2	No
K_Offshore_80m_m1_122	80	399_1	No
K_Offshore_80m_m1_235	80	397_1	No
K_Offshore_80m_m2_085	80	398_0	No
K_Offshore_80m_m1_144	80	388_0	No
K_Offshore_80m_m1_186	80	385_1	Representative sequence
K_Offshore_80m_m2_175	80	383_1	No
K_Offshore_80m_m2_211	80	382_1	Representative sequence
K_Offshore_80m_m2_188	80	380_1	No
K_Offshore_80m_m2_131	80	379_1	No
K_Offshore_80m_m1_170	80	378_1	No
K_Offshore_80m_m2_133	80	377_1	No
K_Offshore_80m_m2_156	80	376_1	No
K_Offshore_80m_m2_221	80	375_1	No
K_Offshore_80m_m2_035	80	372_1	Representative sequence
K_Offshore_80m_m1_082	80	372_4	No
K_Offshore_80m_m2_187	80	371_1	Representative sequence
K_Offshore_80m_m2_191	80	369_1	Representative sequence
K_Offshore_80m_m2_165	80	368_1	No
K_Offshore_80m_m2_183	80	367_0	Representative sequence
K_Offshore_80m_m1_220	80	366_0	Representative sequence
K_Offshore_80m_m2_162	80	365_1	Representative sequence
K_Offshore_80m_m2_037	80	364_1	No
K_Offshore_80m_m2_061	80	363_0	Representative sequence
K_Offshore_80m_m1_159	80	361_1	Representative sequence
K_Offshore_80m_m2_228	80	360_1	Representative sequence
K_Offshore_80m_m1_166	80	355_1	No
K_Offshore_80m_m2_202	80	354_1	No
K_Offshore_80m_m2_081	80	353_0	Representative sequence
K_Offshore_80m_m2_099	80	351_1	No
K_Offshore_80m_m2_053	80	350_1	Representative sequence
K_Offshore_80m_m2_107	80	349_1	Representative sequence
K_Offshore_80m_m2_051	80	348_1	Representative sequence
K_Offshore_80m_m2_186	80	346_1	Representative sequence
K_Offshore_80m_m2_049	80	347_0	Representative sequence
K_Offshore_80m_m2_123	80	345_1	Representative sequence
K_Offshore_80m_m2_115	80	344_1	Representative sequence
K_Offshore_80m_m2_197	80	343_0	Representative sequence
K_Offshore_80m_m1_178	80	341_1	Representative sequence
K_Offshore_80m_m2_019	80	333_0	Representative sequence
K_Offshore_80m_m2_119	80	331_1	Representative sequence
K_Offshore_80m_m2_194	80	328_1	Representative sequence
K_Offshore_80m_m2_222	80	325_1	Representative sequence
K_Offshore_80m_m2_126	80	324_1	No
K_Offshore_80m_m2_122	80	322_1	No
K_Offshore_80m_m1_169	80	316_1	No
K_Offshore_80m_m2_141	80	314_1	No
K_Offshore_80m_m2_047	80	309_1	No
K_Offshore_80m_m2_082	80	310_0	No
K_Offshore_80m_m2_078	80	307_1	No
K_Offshore_80m_m2_088	80	304_1	No
K_Offshore_80m_m2_204	80	295_2	No
K_Offshore_80m_m2_125	80	293_1	No
K_Offshore_80m_m2_040	80	292_1	Representative sequence
K_Offshore_80m_m2_121	80	290_1	Representative sequence
K_Offshore_80m_m1_211	80	286_2	No
K_Offshore_80m_m2_057	80	285_1	Representative sequence
K_Offshore_80m_m1_208	80	283_9	No
K_Offshore_80m_m1_002	80	283_1	No
K_Offshore_80m_m1_028	80	280_1	No
K_Offshore_80m_m2_058	80	278_1	Representative sequence
K_Offshore_80m_m1_042	80	276_1	No
K_Offshore_80m_m2_168	80	275_1	No
K_Offshore_80m_m2_094	80	274_1	Representative sequence
K_Offshore_80m_m2_009	80	269_2	No
K_Offshore_80m_m2_041	80	268_1	Representative sequence
K_Offshore_80m_m2_020	80	265_1	Representative sequence
K_Offshore_80m_m2_174	80	266_0	No
K_Offshore_80m_m1_160	80	256_1	No
K_Offshore_80m_m2_033	80	254_1	No
K_Offshore_80m_m2_198	80	253_1	No
K_Offshore_80m_m2_152	80	252_1	No
K_Offshore_80m_m2_117	80	251_1	Representative sequence
K_Offshore_80m_m2_157	80	249_0	Representative sequence
K_Offshore_80m_m2_170	80	247_1	Representative sequence
K_Offshore_80m_m2_039	80	250_0	Representative sequence
K_Offshore_80m_m1_189	80	241_1	Representative sequence
K_Offshore_80m_m2_023	80	240_1	No
K_Offshore_80m_m1_157	80	237_1	Representative sequence
K_Offshore_80m_m1_158	80	229_1	No
K_Offshore_80m_m2_029	80	227_1	Representative sequence
K_Offshore_80m_m2_139	80	224_2	No
K_Offshore_80m_m2_043	80	225_0	Representative sequence
K_Offshore_80m_m2_092	80	223_1	Representative sequence
K_Offshore_80m_m2_128	80	222_1	Representative sequence
K_Offshore_80m_m2_028	80	221_1	No
K_Offshore_80m_m1_179	80	216_0	No
K_Offshore_80m_m2_176	80	214_1	Representative sequence
K_Offshore_80m_m2_079	80	213_1	Representative sequence
K_Offshore_80m_m1_214	80	205_1	No
K_Offshore_80m_m2_226	80	203_1	Representative sequence
K_Offshore_80m_m1_010	80	202_1	No
K_Offshore_80m_m1_031	80	201_1	Representative sequence
K_Offshore_80m_m2_213	80	199_1	No
K_Offshore_80m_m2_220	80	198_1	No
K_Offshore_80m_m2_074	80	196_1	No
K_Offshore_80m_m2_063	80	195_1	No
K_Offshore_80m_m2_026	80	194_1	No
K_Offshore_80m_m2_116	80	193_1	No
K_Offshore_80m_m2_184	80	192_1	No
K_Offshore_80m_m2_206	80	191_1	No
K_Offshore_80m_m2_056	80	189_1	Representative sequence
K_Offshore_80m_m1_195	80	187_1	Representative sequence
K_Offshore_80m_m2_015	80	169_1	No
K_Offshore_80m_m2_118	80	166_1	No
K_Offshore_80m_m1_177	80	154_1	Representative sequence
K_Offshore_80m_m1_165	80	148_1	Representative sequence
K_Offshore_80m_m1_022	80	146_2	No
K_Offshore_80m_m2_229	80	146_1	No
K_Offshore_80m_m2_003	80	142_1	Representative sequence
K_Offshore_80m_m2_102	80	141_1	Representative sequence
K_Offshore_80m_m2_146	80	129_1	Representative sequence
K_Offshore_surface_mx_080	0	126_1	Representative sequence
K_Offshore_80m_m2_218	80	122_1	Representative sequence
K_Offshore_80m_m1_224	80	119_1	No
K_Offshore_80m_m1_004	80	120_0	Representative sequence
K_Offshore_80m_m2_034	80	121_0	Representative sequence
K_Offshore_80m_m1_225	80	118_1	Representative sequence
K_Offshore_80m_m2_104	80	117_1	No
K_Offshore_80m_m1_181	80	114_1	Representative sequence
K_Offshore_80m_m2_048	80	108_1	Representative sequence
K_Offshore_80m_m2_225	80	107_1	No
K_Offshore_80m_m2_199	80	68_1	No
K_Offshore_80m_m1_086	80	67_1	No
K_Offshore_80m_m2_089	80	66_1	No
K_Offshore_80m_m2_150	80	64_1	No
K_Offshore_80m_m2_219	80	63_1	No
K_Offshore_80m_m2_105	80	50_1	No
K_Offshore_surface_mx_081	0	587_1	No
M_surface_9_mx_081	9	534_2	No
M_surface_6_m2_082	6	585_1	No
M_surface_9_mx_082	9	197_1	No
M_surface_8_m2_083	8	447_1	No
M_surface_6_m2_083	6	355_1	No
M_surface_9_m2_084	9	572_1	No
M_surface_8_m2_084	8	569_1	No
M_surface_6_mx_084	6	292_1	No
M_surface_7_m2_084	7	200_1	No
M_surface_7_m2_085	7	323_4	No
M_surface_6_m2_085	6	284_6	Representative sequence
M_surface_9_m2_086	9	400_2	No
K_Offshore_surface_m2_086	0	302_1	No
K_Offshore_surface_mx_086	0	130_3	No
K_Offshore_surface_m2_088	0	556_2	Representative sequence
M_surface_7_m2_088	7	467_1	No
M_surface_9_m2_088	9	457_1	Representative sequence
M_surface_8_mx_088	8	202_1	No
M_surface_8_m1_088	8	130_1	No
M_surface_7_m2_089	7	556_9	No
K_Offshore_surface_mx_089	0	227_1	No
M_surface_9_m2_089	9	200_1	No
M_surface_6_mx_089	6	171_1	No
M_surface_7_m1_090	7	199_1	No
M_surface_10_m2_090	10	175_1	No
M_surface_10_m2_091	10	550_2	No
M_surface_7_m1_092	7	587_2	No
M_surface_6_mx_092	6	573_1	No
M_surface_8_m2_092	8	557_2	No
K_Offshore_surface_m2_092	0	156_1	Representative sequence
M_surface_10_m2_093	10	478_1	No
M_surface_10_m1_094	10	542_1	No
M_surface_9_m2_094	9	475_1	No
M_surface_7_m2_094	7	456_1	No
M_surface_7_m1_095	7	196_1	No
K_Offshore_surface_mx_096	0	588_1	No
K_Offshore_surface_m2_096	0	551_1	No
M_surface_8_mx_097	8	564_1	No
M_surface_8_m2_097	8	467_1	No
M_surface_7_m2_097	7	195_1	No
M_surface_8_m1_098	8	503_1	No
M_surface_10_mx_098	10	445_1	No
M_surface_8_m2_099	8	494_1	No
M_surface_10_m1_099	10	305_2	No
M_surface_6_m1_099	6	303_1	No
M_surface_6_mx_099	6	209_1	No
K_DeepCast_100m_m1_019	100	606_1	No
M_DeepCast_100m_m1_184	100	605_1	No
K_DeepCast_100m_m1_149	100	602_1	Representative sequence
K_DeepCast_100m_m2_130	100	599_1	No
M_DeepCast_100m_mx_329	100	598_1	No
K_DeepCast_100m_mx_330	100	598_1	No
K_DeepCast_100m_m1_125	100	597_1	No
M_DeepCast_100m_mx_023	100	597_1	No
K_DeepCast_100m_m2_046	100	595_1	No
M_DeepCast_100m_mx_149	100	595_1	No
M_DeepCast_100m_mx_012	100	594_1	No
K_DeepCast_100m_mx_034	100	594_1	Representative sequence
M_DeepCast_100m_m1_198	100	592_1	No
M_DeepCast_100m_m1_032	100	590_1	No
K_DeepCast_100m_mx_309	100	590_1	No
M_DeepCast_100m_m2_350	100	587_4	No
K_DeepCast_100m_m2_024	100	587_5	No
K_DeepCast_100m_m1_299	100	586_1	No
K_DeepCast_100m_m2_127	100	585_1	No
M_DeepCast_100m_m2_025	100	585_1	No
K_DeepCast_100m_mx_215	100	581_1	No
M_DeepCast_100m_m2_054	100	580_1	No
K_DeepCast_100m_m1_049	100	580_1	No
K_DeepCast_100m_m2_125	100	579_1	No
M_DeepCast_100m_m2_342	100	579_1	No
K_DeepCast_100m_m2_102	100	578_1	No
M_DeepCast_100m_m1_036	100	578_1	No
M_DeepCast_100m_m2_239	100	577_2	No
K_DeepCast_100m_m2_150	100	577_1	Representative sequence
M_DeepCast_100m_m1_023	100	574_1	No
M_DeepCast_100m_mx_212	100	575_0	No
M_DeepCast_100m_m1_056	100	572_1	No
K_DeepCast_100m_m2_179	100	572_1	No
M_DeepCast_100m_m2_331	100	571_1	No
K_DeepCast_100m_mx_098	100	571_1	No
K_DeepCast_100m_m2_128	100	570_1	No
M_DeepCast_100m_m2_013	100	569_1	No
K_DeepCast_100m_mx_073	100	569_1	No
K_DeepCast_100m_m1_017	100	566_1	No
M_DeepCast_100m_m1_039	100	566_1	No
K_DeepCast_100m_m2_006	100	565_1	No
M_DeepCast_100m_mx_007	100	565_1	No
M_DeepCast_100m_mx_241	100	561_1	Representative sequence
M_DeepCast_100m_m2_324	100	559_1	No
K_DeepCast_100m_m2_100	100	559_1	No
M_DeepCast_100m_m2_121	100	557_2	No
K_DeepCast_100m_mx_156	100	557_2	No
K_DeepCast_100m_m2_077	100	556_9	No
M_DeepCast_100m_mx_282	100	556_12	No
M_DeepCast_100m_mx_304	100	556_18	No
K_DeepCast_100m_mx_288	100	556_1	No
M_DeepCast_100m_m1_345	100	556_8	No
K_DeepCast_100m_m1_107	100	556_5	No
M_DeepCast_100m_m1_123	100	555_1	No
K_DeepCast_100m_m1_324	100	551_1	No
M_DeepCast_100m_mx_330	100	551_1	No
M_DeepCast_100m_m2_163	100	550_2	No
M_DeepCast_100m_m2_006	100	549_1	No
M_DeepCast_100m_m2_257	100	548_1	No
K_DeepCast_100m_m2_155	100	548_1	No
K_DeepCast_100m_m1_175	100	547_0	No
M_DeepCast_100m_m1_174	100	542_1	No
K_DeepCast_100m_mx_328	100	542_1	No
M_DeepCast_100m_m1_059	100	541_7	No
K_DeepCast_100m_mx_319	100	541_10	No
M_DeepCast_100m_m2_296	100	540_1	No
K_DeepCast_100m_m2_224	100	540_1	No
M_DeepCast_100m_mx_041	100	535_1	No
M_DeepCast_100m_m1_107	100	524_1	No
K_DeepCast_100m_mx_180	100	524_1	No
K_DeepCast_100m_m1_108	100	518_1	No
M_DeepCast_100m_m1_115	100	518_1	No
M_DeepCast_100m_m1_087	100	513_1	No
K_DeepCast_100m_m1_084	100	513_1	No
M_DeepCast_100m_m1_078	100	512_1	No
M_DeepCast_100m_m2_100	100	507_1	No
K_DeepCast_100m_mx_244	100	508_0	No
M_DeepCast_100m_mx_045	100	503_1	No
K_DeepCast_100m_m2_054	100	503_1	No
M_DeepCast_100m_m2_076	100	502_1	No
K_DeepCast_100m_m2_154	100	501_3	No
M_surface_10_mx_100	10	501_3	No
M_DeepCast_100m_m2_224	100	500_1	No
M_DeepCast_100m_m2_337	100	499_1	No
K_DeepCast_100m_m1_113	100	499_1	No
M_DeepCast_100m_m2_027	100	498_1	No
M_DeepCast_100m_mx_062	100	497_1	No
K_DeepCast_100m_m2_067	100	496_1	No
M_DeepCast_100m_m2_187	100	496_1	No
K_DeepCast_100m_m2_052	100	495_1	No
M_DeepCast_100m_mx_275	100	495_1	No
M_DeepCast_100m_m1_103	100	494_1	No
K_DeepCast_100m_m1_068	100	494_1	No
M_DeepCast_100m_m1_073	100	493_1	No
K_DeepCast_100m_m2_058	100	493_1	No
M_DeepCast_100m_m2_304	100	492_1	No
K_DeepCast_100m_mx_020	100	492_1	No
K_DeepCast_100m_mx_254	100	491_1	No
K_DeepCast_100m_m1_317	100	487_1	No
M_DeepCast_100m_m1_029	100	487_1	No
M_DeepCast_100m_m1_031	100	486_1	No
K_DeepCast_100m_m1_008	100	486_1	No
M_DeepCast_100m_m2_208	100	485_1	No
K_DeepCast_100m_m1_015	100	485_1	No
K_DeepCast_100m_mx_226	100	483_1	No
K_DeepCast_100m_m2_199	100	480_1	No
M_DeepCast_100m_m1_336	100	478_1	No
K_DeepCast_100m_m1_333	100	478_1	No
M_DeepCast_100m_m2_203	100	477_1	No
M_DeepCast_100m_m2_216	100	473_1	No
K_DeepCast_100m_m1_010	100	472_4	No
M_DeepCast_100m_m1_067	100	471_1	Representative sequence
K_DeepCast_100m_m1_040	100	471_1	No
K_DeepCast_100m_m2_182	100	470_1	No
M_DeepCast_100m_m2_244	100	470_1	No
M_DeepCast_100m_m2_281	100	468_10	No
K_DeepCast_100m_m2_212	100	467_1	No
M_DeepCast_100m_m1_074	100	467_1	No
M_DeepCast_100m_m1_202	100	466_5	No
K_DeepCast_100m_m1_024	100	462_1	No
K_DeepCast_100m_mx_246	100	459_1	No
M_DeepCast_100m_m2_321	100	457_1	No
K_DeepCast_100m_mx_044	100	457_1	No
M_DeepCast_100m_m1_362	100	456_1	No
K_DeepCast_100m_m1_328	100	456_1	No
K_DeepCast_100m_m1_117	100	454_1	No
M_DeepCast_100m_mx_274	100	454_1	No
K_DeepCast_100m_m2_313	100	453_1	No
M_DeepCast_100m_mx_312	100	453_1	Representative sequence
K_DeepCast_100m_m2_185	100	451_1	No
M_DeepCast_100m_m1_367	100	451_1	No
M_DeepCast_100m_m2_236	100	450_1	No
M_DeepCast_100m_m2_145	100	447_1	No
M_DeepCast_100m_m1_355	100	445_1	No
M_DeepCast_100m_m2_227	100	443_1	No
K_DeepCast_100m_mx_010	100	443_1	No
