MAG	Depth	Cluster.ID	Representative.cluster	Representative.sequence
1071	K_DeepCast_65m_m1_252	65	295_2	No
1072	M_DeepCast_65m_mx_014	65	295_2	No
1073	K_DeepCast_65m_m1_272	65	293_1	No
1074	M_DeepCast_65m_m2_060	65	293_1	No
1075	M_DeepCast_65m_mx_150	65	293_2	Representative sequence
1076	K_DeepCast_65m_m2_149	65	292_1	No
1077	M_DeepCast_65m_m2_121	65	292_1	No
1078	K_DeepCast_65m_m2_136	65	290_1	No
1079	M_DeepCast_65m_m1_001	65	290_1	No
1080	M_DeepCast_65m_m2_186	65	291_0	Representative sequence
1081	M_DeepCast_65m_m2_155	65	289_1	Representative sequence
1082	K_DeepCast_65m_m2_098	65	289_1	No
1083	M_DeepCast_65m_mx_099	65	288_0	Representative sequence
1084	K_DeepCast_65m_m2_255	65	286_1	No
1085	M_DeepCast_65m_m2_251	65	286_1	No
1086	K_DeepCast_65m_m2_037	65	285_1	No
1087	M_DeepCast_65m_m2_006	65	285_1	No
1088	M_DeepCast_65m_m2_256	65	279_1	Representative sequence
1089	M_DeepCast_65m_m2_163	65	276_1	No
1090	K_DeepCast_65m_m2_182	65	276_1	No
1091	M_DeepCast_65m_m2_102	65	275_1	No
1092	K_DeepCast_65m_m2_213	65	275_1	Representative sequence
1093	M_DeepCast_65m_m1_262	65	272_1	Representative sequence
1094	M_DeepCast_65m_m1_023	65	269_2	No
1095	K_DeepCast_65m_m2_001	65	269_2	No
1096	M_DeepCast_65m_m2_071	65	262_0	Representative sequence
1097	K_DeepCast_65m_m2_236	65	261_0	Representative sequence
1098	M_DeepCast_65m_m2_011	65	257_1	Representative sequence
1099	M_DeepCast_65m_m1_226	65	246_1	Representative sequence
1100	K_DeepCast_65m_m1_201	65	241_1	No
1101	M_DeepCast_65m_m1_251	65	241_1	No
1102	M_DeepCast_65m_m2_001	65	240_1	Representative sequence
1103	K_DeepCast_65m_m2_139	65	240_1	No
1104	M_DeepCast_65m_m2_131	65	237_1	No
1105	K_DeepCast_65m_m2_023	65	237_1	No
1106	M_DeepCast_65m_m2_190	65	229_1	No
1107	K_DeepCast_65m_m1_055	65	229_1	Representative sequence
1108	M_DeepCast_65m_m2_144	65	227_1	No
1109	K_DeepCast_65m_m1_044	65	227_1	No
1110	K_DeepCast_65m_m2_114	65	224_1	No
1111	K_DeepCast_65m_m2_025	65	223_1	No
1112	K_DeepCast_65m_m2_064	65	222_1	No
1113	K_DeepCast_65m_m2_146	65	221_1	No
1114	M_DeepCast_65m_mx_126	65	221_1	No
1115	M_DeepCast_65m_mx_077	65	215_1	Representative sequence
1116	K_DeepCast_65m_m2_021	65	214_1	No
1117	K_DeepCast_65m_m1_074	65	211_1	No
1118	M_DeepCast_65m_m2_241	65	208_1	No
1119	K_DeepCast_65m_m2_084	65	208_1	No
1120	M_DeepCast_65m_m1_095	65	207_0	Representative sequence
1121	K_DeepCast_65m_m2_058	65	205_1	No
1122	M_DeepCast_65m_mx_041	65	205_1	No
1123	M_DeepCast_65m_m2_206	65	201_1	No
1124	K_DeepCast_65m_m2_162	65	201_1	No
1125	M_DeepCast_65m_m2_175	65	199_1	No
1126	K_DeepCast_65m_m2_111	65	199_1	No
1127	M_DeepCast_65m_m2_033	65	198_1	No
1128	K_DeepCast_65m_m2_080	65	198_1	No
1129	M_surface_6_m2_065	6	196_1	No
1130	M_DeepCast_65m_m2_079	65	196_1	No
1131	K_DeepCast_65m_m2_250	65	196_1	No
1132	M_DeepCast_65m_m2_260	65	195_1	No
1133	K_DeepCast_65m_m1_001	65	195_1	No
1134	M_DeepCast_65m_mx_029	65	194_1	No
1135	M_DeepCast_65m_m2_258	65	193_1	No
1136	K_DeepCast_65m_m2_205	65	193_1	No
1137	M_DeepCast_65m_m2_002	65	192_1	No
1138	K_DeepCast_65m_m2_097	65	192_1	Representative sequence
1139	K_DeepCast_65m_m2_222	65	191_1	No
1140	M_DeepCast_65m_m2_145	65	191_1	No
1141	M_DeepCast_65m_m2_250	65	189_1	No
1142	K_DeepCast_65m_m2_212	65	189_1	No
1143	K_DeepCast_65m_m1_228	65	187_1	No
1144	M_DeepCast_65m_mx_073	65	187_1	No
1145	M_DeepCast_65m_m1_011	65	185_0	Representative sequence
1146	K_DeepCast_65m_m1_005	65	184_1	No
1147	M_DeepCast_65m_m2_089	65	183_1	No
1148	K_DeepCast_65m_m2_109	65	183_1	No
1149	M_DeepCast_65m_m1_257	65	181_1	No
1150	K_DeepCast_65m_m1_231	65	181_1	No
1151	K_DeepCast_65m_m2_156	65	175_1	No
1152	M_DeepCast_65m_m2_108	65	175_1	No
1153	M_DeepCast_65m_m1_050	65	173_1	No
1154	K_DeepCast_65m_m2_099	65	173_1	No
1155	K_DeepCast_65m_m2_116	65	170_1	No
1156	M_DeepCast_65m_m1_009	65	170_1	No
1157	K_DeepCast_65m_m1_261	65	169_1	No
1158	M_DeepCast_65m_m1_008	65	169_1	No
1159	K_DeepCast_65m_m1_235	65	168_1	No
1160	M_DeepCast_65m_m2_226	65	168_1	No
1161	M_DeepCast_65m_m2_173	65	166_1	No
1162	K_DeepCast_65m_m2_201	65	166_1	No
1163	M_DeepCast_65m_mx_133	65	165_1	Representative sequence
1164	M_DeepCast_65m_m2_216	65	164_1	No
1165	M_DeepCast_65m_m2_020	65	163_1	No
1166	K_DeepCast_65m_m1_004	65	163_1	No
1167	K_DeepCast_65m_m1_010	65	161_1	No
1168	K_DeepCast_65m_m2_008	65	155_1	No
1169	M_DeepCast_65m_mx_058	65	154_1	No
1170	K_DeepCast_65m_m2_251	65	146_1	Representative sequence
1171	K_DeepCast_65m_m1_225	65	142_1	No
1172	M_DeepCast_65m_m1_275	65	136_0	Representative sequence
1173	K_DeepCast_65m_m1_117	65	131_1	No
1174	M_DeepCast_65m_mx_165	65	131_1	No
1175	M_DeepCast_65m_mx_036	65	128_3	Representative sequence
1176	M_DeepCast_65m_m1_022	65	128_1	Representative sequence
1177	M_DeepCast_65m_m2_041	65	127_1	Representative sequence
1178	K_DeepCast_65m_m2_214	65	124_1	No
1179	K_DeepCast_65m_m1_275	65	122_1	No
1180	K_DeepCast_65m_m1_255	65	119_1	No
1181	M_DeepCast_65m_m1_069	65	119_1	No
1182	K_DeepCast_65m_m2_033	65	117_1	Representative sequence
1183	M_DeepCast_65m_m2_031	65	107_1	No
1184	K_DeepCast_65m_m1_264	65	107_1	No
1185	K_DeepCast_65m_m1_015	65	106_1	Representative sequence
1186	M_DeepCast_65m_m2_083	65	103_1	No
1187	M_DeepCast_65m_m1_234	65	101_1	No
1188	M_DeepCast_65m_mx_079	65	99_1	No
1189	M_DeepCast_65m_m2_156	65	97_1	Representative sequence
1190	K_DeepCast_65m_m1_086	65	91_1	No
1191	M_DeepCast_65m_mx_104	65	91_1	No
1192	K_DeepCast_65m_m1_251	65	85_1	No
1193	M_DeepCast_65m_m1_284	65	85_1	Representative sequence
1194	K_DeepCast_65m_m2_122	65	68_1	No
1195	M_DeepCast_65m_mx_106	65	68_1	No
1196	K_DeepCast_65m_m2_002	65	67_1	No
1197	M_DeepCast_65m_mx_110	65	67_1	No
1198	M_DeepCast_65m_mx_160	65	61_1	No
1199	M_DeepCast_65m_m2_237	65	50_1	No
1200	K_DeepCast_65m_m1_065	65	50_1	No
1201	K_DeepCast_65m_m2_238	65	48_1	Representative sequence
1202	M_DeepCast_65m_mx_161	65	48_1	No
1203	M_DeepCast_65m_m2_221	65	37_1	No
1204	M_DeepCast_65m_mx_003	65	36_1	No
1205	M_DeepCast_65m_m2_177	65	11_1	No
1206	M_DeepCast_65m_m1_255	65	10_1	No
1207	M_surface_9_m2_066	9	181_1	No
1208	M_surface_6_m2_067	6	594_1	No
1209	K_Offshore_surface_mx_067	0	325_2	No
1210	M_surface_6_m2_068	6	564_1	No
1211	M_surface_9_m2_068	9	283_1	Representative sequence
1212	M_surface_10_m2_069	10	439_1	No
1213	M_surface_6_m2_069	6	193_1	No
1214	M_surface_8_m2_070	8	457_1	No
1215	M_surface_8_m2_071	8	193_1	No
1216	M_surface_7_m2_072	7	537_1	No
1217	M_surface_7_m2_073	7	590_1	No
1218	M_surface_6_m2_073	6	356_1	No
1219	M_surface_7_m2_074	7	478_1	No
1220	M_surface_10_mx_075	10	199_1	No
1221	M_surface_7_m2_075	7	155_1	No
1222	M_surface_10_m2_076	10	493_1	Representative sequence
1223	M_surface_9_m2_076	9	130_3	No
1224	M_surface_10_m2_077	10	276_1	No
1225	M_surface_9_m1_077	9	153_1	No
1226	K_Offshore_surface_mx_078	0	540_1	No
1227	M_surface_10_m2_079	10	200_1	No
1228	K_Offshore_80m_m2_030	80	605_1	No
1229	K_Offshore_80m_m2_097	80	601_1	Representative sequence
1230	K_Offshore_80m_m2_203	80	598_1	Representative sequence
1231	K_Offshore_80m_m1_039	80	597_1	Representative sequence
1232	K_Offshore_80m_m2_103	80	594_1	No
1233	K_Offshore_80m_m2_004	80	580_1	No
1234	K_Offshore_80m_m2_095	80	579_1	No
1235	K_Offshore_80m_m1_233	80	572_1	No
1236	K_Offshore_80m_m1_206	80	565_1	Representative sequence
1237	K_Offshore_80m_m2_224	80	557_1	Representative sequence
1238	M_surface_10_m2_080	10	556_1	No
1239	K_Offshore_80m_m1_038	80	555_1	No
1240	K_Offshore_80m_m2_091	80	549_1	No
1241	K_Offshore_80m_m2_180	80	542_1	No
1242	K_Offshore_80m_m2_087	80	540_1	No
1243	K_Offshore_80m_m2_132	80	518_1	No
1244	K_Offshore_80m_m2_205	80	502_2	No
1245	K_Offshore_80m_m1_060	80	501_3	No
1246	K_Offshore_80m_m1_029	80	499_1	No
1247	M_surface_9_m2_080	9	499_1	Representative sequence
1248	K_Offshore_80m_m1_118	80	496_1	No
1249	K_Offshore_80m_m2_109	80	495_1	No
1250	K_Offshore_80m_m2_200	80	494_1	No
1251	K_Offshore_80m_m1_061	80	492_1	No
1252	K_Offshore_80m_m2_084	80	490_1	Representative sequence
1253	K_Offshore_80m_m2_216	80	478_1	No
1254	K_Offshore_80m_m2_005	80	477_1	No
1255	K_Offshore_80m_m2_136	80	471_1	No
1256	K_Offshore_80m_m2_130	80	470_1	No
1257	K_Offshore_80m_m1_210	80	450_1	No
1258	K_Offshore_80m_m2_006	80	445_1	Representative sequence
1259	K_Offshore_80m_m2_101	80	441_0	Representative sequence
1260	K_Offshore_80m_m1_015	80	440_1	No
1261	K_Offshore_80m_m2_065	80	439_1	No
1262	K_Offshore_80m_m2_233	80	434_1	No
1263	K_Offshore_80m_m2_185	80	405_0	Representative sequence
1264	K_Offshore_80m_m2_113	80	403_1	Representative sequence
1265	K_Offshore_80m_m2_062	80	400_1	No
1266	K_Offshore_80m_m2_110	80	399_2	No
1267	K_Offshore_80m_m1_235	80	397_1	No
1268	K_Offshore_80m_m1_186	80	385_1	Representative sequence
1269	K_Offshore_80m_m2_175	80	383_1	No
1270	K_Offshore_80m_m2_211	80	382_1	Representative sequence
1271	K_Offshore_80m_m2_188	80	380_1	No
1272	K_Offshore_80m_m2_131	80	379_1	No
1273	K_Offshore_80m_m1_170	80	378_1	No
1274	K_Offshore_80m_m2_133	80	377_1	No
1275	K_Offshore_80m_m2_156	80	376_1	No
1276	K_Offshore_80m_m2_221	80	375_1	No
1277	K_Offshore_80m_m2_035	80	372_1	Representative sequence
1278	K_Offshore_80m_m2_187	80	371_1	Representative sequence
1279	K_Offshore_80m_m2_191	80	369_1	Representative sequence
1280	K_Offshore_80m_m2_165	80	368_1	No
1281	K_Offshore_80m_m2_183	80	367_0	Representative sequence
1282	K_Offshore_80m_m1_220	80	366_0	Representative sequence
1283	K_Offshore_80m_m2_162	80	365_1	Representative sequence
1284	K_Offshore_80m_m2_037	80	364_1	No
1285	K_Offshore_80m_m2_061	80	363_0	Representative sequence
1286	K_Offshore_80m_m1_159	80	361_1	Representative sequence
1287	K_Offshore_80m_m2_228	80	360_1	Representative sequence
1288	K_Offshore_80m_m1_166	80	355_1	No
1289	K_Offshore_80m_m2_202	80	354_1	No
1290	K_Offshore_80m_m2_081	80	353_0	Representative sequence
1291	K_Offshore_80m_m2_099	80	351_1	No
1292	K_Offshore_80m_m2_053	80	350_1	Representative sequence
1293	K_Offshore_80m_m2_107	80	349_1	Representative sequence
1294	K_Offshore_80m_m2_051	80	348_1	Representative sequence
1295	K_Offshore_80m_m2_186	80	346_1	Representative sequence
1296	K_Offshore_80m_m2_049	80	347_0	Representative sequence
1297	K_Offshore_80m_m2_123	80	345_1	Representative sequence
1298	K_Offshore_80m_m2_115	80	344_1	Representative sequence
1299	K_Offshore_80m_m2_197	80	343_0	Representative sequence
1300	K_Offshore_80m_m1_178	80	341_1	Representative sequence
1301	K_Offshore_80m_m2_019	80	333_0	Representative sequence
1302	K_Offshore_80m_m2_119	80	331_1	Representative sequence
1303	K_Offshore_80m_m2_194	80	328_1	Representative sequence
1304	K_Offshore_80m_m2_222	80	325_1	Representative sequence
1305	K_Offshore_80m_m2_126	80	324_1	No
1306	K_Offshore_80m_m2_122	80	322_1	No
1307	K_Offshore_80m_m1_169	80	316_1	No
1308	K_Offshore_80m_m2_047	80	309_1	No
1309	K_Offshore_80m_m2_078	80	307_1	No
1310	K_Offshore_80m_m2_088	80	304_1	No
1311	K_Offshore_80m_m2_204	80	295_2	No
1312	K_Offshore_80m_m2_125	80	293_1	No
1313	K_Offshore_80m_m2_040	80	292_1	Representative sequence
1314	K_Offshore_80m_m2_121	80	290_1	Representative sequence
1315	K_Offshore_80m_m1_211	80	286_2	No
1316	K_Offshore_80m_m2_057	80	285_1	Representative sequence
1317	K_Offshore_80m_m1_002	80	283_1	No
1318	K_Offshore_80m_m1_028	80	280_1	No
1319	K_Offshore_80m_m2_058	80	278_1	Representative sequence
1320	K_Offshore_80m_m1_042	80	276_1	No
1321	K_Offshore_80m_m2_168	80	275_1	No
1322	K_Offshore_80m_m2_094	80	274_1	Representative sequence
1323	K_Offshore_80m_m2_009	80	269_2	No
1324	K_Offshore_80m_m2_041	80	268_1	Representative sequence
1325	K_Offshore_80m_m2_020	80	265_1	Representative sequence
1326	K_Offshore_80m_m2_033	80	254_1	No
1327	K_Offshore_80m_m2_198	80	253_1	No
1328	K_Offshore_80m_m2_117	80	251_1	Representative sequence
1329	K_Offshore_80m_m2_157	80	249_0	Representative sequence
1330	K_Offshore_80m_m2_170	80	247_1	Representative sequence
1331	K_Offshore_80m_m2_039	80	250_0	Representative sequence
1332	K_Offshore_80m_m1_189	80	241_1	Representative sequence
1333	K_Offshore_80m_m2_023	80	240_1	No
1334	K_Offshore_80m_m1_157	80	237_1	Representative sequence
1335	K_Offshore_80m_m1_158	80	229_1	No
1336	K_Offshore_80m_m2_029	80	227_1	Representative sequence
1337	K_Offshore_80m_m2_043	80	225_0	Representative sequence
1338	K_Offshore_80m_m2_092	80	223_1	Representative sequence
1339	K_Offshore_80m_m2_128	80	222_1	Representative sequence
1340	K_Offshore_80m_m2_028	80	221_1	No
1341	K_Offshore_80m_m2_176	80	214_1	Representative sequence
1342	K_Offshore_80m_m2_079	80	213_1	Representative sequence
1343	K_Offshore_80m_m1_214	80	205_1	No
1344	K_Offshore_80m_m2_226	80	203_1	Representative sequence
1345	K_Offshore_80m_m1_031	80	201_1	Representative sequence
1346	K_Offshore_80m_m2_213	80	199_1	No
1347	K_Offshore_80m_m2_220	80	198_1	No
1348	K_Offshore_80m_m2_074	80	196_1	No
1349	K_Offshore_80m_m2_063	80	195_1	No
1350	K_Offshore_80m_m2_026	80	194_1	No
1351	K_Offshore_80m_m2_116	80	193_1	No
1352	K_Offshore_80m_m2_184	80	192_1	No
1353	K_Offshore_80m_m2_206	80	191_1	No
1354	K_Offshore_80m_m2_056	80	189_1	Representative sequence
1355	K_Offshore_80m_m1_195	80	187_1	Representative sequence
1356	K_Offshore_80m_m2_015	80	169_1	No
1357	K_Offshore_80m_m2_118	80	166_1	No
1358	K_Offshore_80m_m1_177	80	154_1	Representative sequence
1359	K_Offshore_80m_m1_165	80	148_1	Representative sequence
1360	K_Offshore_80m_m1_022	80	146_2	No
1361	K_Offshore_80m_m2_229	80	146_1	No
1362	K_Offshore_80m_m2_003	80	142_1	Representative sequence
1363	K_Offshore_80m_m2_102	80	141_1	Representative sequence
1364	K_Offshore_80m_m2_146	80	129_1	Representative sequence
1365	K_Offshore_surface_mx_080	0	126_1	Representative sequence
1366	K_Offshore_80m_m2_218	80	122_1	Representative sequence
1367	K_Offshore_80m_m1_224	80	119_1	No
1368	K_Offshore_80m_m1_004	80	120_0	Representative sequence
1369	K_Offshore_80m_m2_034	80	121_0	Representative sequence
1370	K_Offshore_80m_m1_225	80	118_1	Representative sequence
1371	K_Offshore_80m_m2_104	80	117_1	No
1372	K_Offshore_80m_m1_181	80	114_1	Representative sequence
1373	K_Offshore_80m_m2_048	80	108_1	Representative sequence
1374	K_Offshore_80m_m2_225	80	107_1	No
1375	K_Offshore_80m_m2_199	80	68_1	No
1376	K_Offshore_80m_m1_086	80	67_1	No
1377	K_Offshore_80m_m2_105	80	50_1	No
1378	K_Offshore_surface_mx_081	0	587_1	No
1379	M_surface_6_m2_082	6	585_1	No
1380	M_surface_9_mx_082	9	197_1	No
1381	M_surface_8_m2_083	8	447_1	No
1382	M_surface_6_m2_083	6	355_1	No
1383	M_surface_9_m2_084	9	572_1	No
1384	M_surface_8_m2_084	8	569_1	No
1385	M_surface_6_mx_084	6	292_1	No
1386	M_surface_7_m2_084	7	200_1	No
1387	M_surface_6_m2_085	6	284_6	Representative sequence
1388	M_surface_9_m2_086	9	400_2	No
1389	K_Offshore_surface_m2_086	0	302_1	No
1390	K_Offshore_surface_mx_086	0	130_3	No
1391	K_Offshore_surface_m2_088	0	556_2	Representative sequence
1392	M_surface_7_m2_088	7	467_1	No
1393	M_surface_9_m2_088	9	457_1	Representative sequence
1394	M_surface_8_m1_088	8	130_1	No
1395	M_surface_7_m2_089	7	556_9	No
1396	K_Offshore_surface_mx_089	0	227_1	No
1397	M_surface_9_m2_089	9	200_1	No
1398	M_surface_7_m1_090	7	199_1	No
1399	M_surface_10_m2_090	10	175_1	No
1400	M_surface_6_mx_092	6	573_1	No
1401	M_surface_8_m2_092	8	557_2	No
1402	K_Offshore_surface_m2_092	0	156_1	Representative sequence
1403	M_surface_10_m2_093	10	478_1	No
1404	M_surface_10_m1_094	10	542_1	No
1405	M_surface_7_m2_094	7	456_1	No
1406	M_surface_7_m1_095	7	196_1	No
1407	K_Offshore_surface_m2_096	0	551_1	No
1408	M_surface_8_mx_097	8	564_1	No
1409	M_surface_8_m2_097	8	467_1	No
1410	M_surface_7_m2_097	7	195_1	No
1411	M_surface_10_mx_098	10	445_1	No
1412	M_surface_8_m2_099	8	494_1	No
1413	M_surface_10_m1_099	10	305_2	No
1414	M_surface_6_m1_099	6	303_1	No
1415	K_DeepCast_100m_m1_019	100	606_1	No
1416	M_DeepCast_100m_m1_184	100	605_1	No
1417	K_DeepCast_100m_m1_149	100	602_1	Representative sequence
1418	K_DeepCast_100m_m2_130	100	599_1	No
1419	M_DeepCast_100m_mx_329	100	598_1	No
1420	K_DeepCast_100m_mx_330	100	598_1	No
1421	K_DeepCast_100m_m1_125	100	597_1	No
1422	M_DeepCast_100m_mx_023	100	597_1	No
1423	K_DeepCast_100m_m2_046	100	595_1	No
1424	M_DeepCast_100m_mx_149	100	595_1	No
1425	M_DeepCast_100m_mx_012	100	594_1	No
1426	K_DeepCast_100m_mx_034	100	594_1	Representative sequence
1427	M_DeepCast_100m_m1_032	100	590_1	No
1428	K_DeepCast_100m_mx_309	100	590_1	No
1429	K_DeepCast_100m_m2_127	100	585_1	No
1430	M_DeepCast_100m_m2_025	100	585_1	No
1431	K_DeepCast_100m_mx_215	100	581_1	No
1432	M_DeepCast_100m_m2_054	100	580_1	No
1433	K_DeepCast_100m_m1_049	100	580_1	No
1434	K_DeepCast_100m_m2_125	100	579_1	No
1435	M_DeepCast_100m_m2_342	100	579_1	No
1436	K_DeepCast_100m_m2_102	100	578_1	No
1437	M_DeepCast_100m_m1_036	100	578_1	No
1438	M_DeepCast_100m_m2_239	100	577_2	No
1439	K_DeepCast_100m_m2_150	100	577_1	Representative sequence
1440	M_DeepCast_100m_m1_023	100	574_1	No
1441	M_DeepCast_100m_m1_056	100	572_1	No
1442	K_DeepCast_100m_m2_179	100	572_1	No
1443	M_DeepCast_100m_m2_331	100	571_1	No
1444	K_DeepCast_100m_mx_098	100	571_1	No
1445	K_DeepCast_100m_m2_128	100	570_1	No
1446	M_DeepCast_100m_m2_013	100	569_1	No
1447	K_DeepCast_100m_mx_073	100	569_1	No
1448	K_DeepCast_100m_m1_017	100	566_1	No
1449	M_DeepCast_100m_m1_039	100	566_1	No
1450	K_DeepCast_100m_m2_006	100	565_1	No
1451	M_DeepCast_100m_mx_007	100	565_1	No
1452	M_DeepCast_100m_mx_241	100	561_1	Representative sequence
1453	M_DeepCast_100m_m2_324	100	559_1	No
1454	K_DeepCast_100m_m2_100	100	559_1	No
1455	M_DeepCast_100m_m2_121	100	557_2	No
1456	K_DeepCast_100m_mx_156	100	557_2	No
1457	K_DeepCast_100m_m2_077	100	556_9	No
1458	K_DeepCast_100m_mx_288	100	556_1	No
1459	M_DeepCast_100m_m1_123	100	555_1	No
1460	K_DeepCast_100m_m1_324	100	551_1	No
1461	M_DeepCast_100m_mx_330	100	551_1	No
1462	M_DeepCast_100m_m2_006	100	549_1	No
1463	M_DeepCast_100m_m2_257	100	548_1	No
1464	K_DeepCast_100m_m2_155	100	548_1	No
1465	M_DeepCast_100m_m1_174	100	542_1	No
1466	K_DeepCast_100m_mx_328	100	542_1	No
1467	M_DeepCast_100m_m2_296	100	540_1	No
1468	K_DeepCast_100m_m2_224	100	540_1	No
1469	M_DeepCast_100m_m1_107	100	524_1	No
1470	K_DeepCast_100m_mx_180	100	524_1	No
1471	K_DeepCast_100m_m1_108	100	518_1	No
1472	M_DeepCast_100m_m1_115	100	518_1	No
1473	M_DeepCast_100m_m1_087	100	513_1	No
1474	K_DeepCast_100m_m1_084	100	513_1	No
1475	M_DeepCast_100m_m1_078	100	512_1	No
1476	M_DeepCast_100m_m2_100	100	507_1	No
1477	K_DeepCast_100m_m2_154	100	501_3	No
1478	M_surface_10_mx_100	10	501_3	No
1479	M_DeepCast_100m_m2_224	100	500_1	No
1480	M_DeepCast_100m_m2_337	100	499_1	No
1481	K_DeepCast_100m_m1_113	100	499_1	No
1482	M_DeepCast_100m_m2_027	100	498_1	No
1483	M_DeepCast_100m_mx_062	100	497_1	No
1484	K_DeepCast_100m_m2_067	100	496_1	No
1485	M_DeepCast_100m_m2_187	100	496_1	No
1486	K_DeepCast_100m_m2_052	100	495_1	No
1487	M_DeepCast_100m_mx_275	100	495_1	No
1488	M_DeepCast_100m_m1_103	100	494_1	No
1489	K_DeepCast_100m_m1_068	100	494_1	No
1490	M_DeepCast_100m_m1_073	100	493_1	No
1491	K_DeepCast_100m_m2_058	100	493_1	No
1492	M_DeepCast_100m_m2_304	100	492_1	No
1493	K_DeepCast_100m_mx_020	100	492_1	No
1494	K_DeepCast_100m_m1_317	100	487_1	No
1495	M_DeepCast_100m_m1_029	100	487_1	No
1496	M_DeepCast_100m_m1_031	100	486_1	No
1497	K_DeepCast_100m_m1_008	100	486_1	No
1498	M_DeepCast_100m_m2_208	100	485_1	No
1499	K_DeepCast_100m_m1_015	100	485_1	No
1500	K_DeepCast_100m_mx_226	100	483_1	No
1501	M_DeepCast_100m_m1_336	100	478_1	No
1502	K_DeepCast_100m_m1_333	100	478_1	No
1503	M_DeepCast_100m_m2_203	100	477_1	No
1504	M_DeepCast_100m_m2_216	100	473_1	No
1505	M_DeepCast_100m_m1_067	100	471_1	Representative sequence
1506	K_DeepCast_100m_m1_040	100	471_1	No
1507	K_DeepCast_100m_m2_182	100	470_1	No
1508	M_DeepCast_100m_m2_244	100	470_1	No
1509	K_DeepCast_100m_m2_212	100	467_1	No
1510	M_DeepCast_100m_m1_074	100	467_1	No
1511	K_DeepCast_100m_m1_024	100	462_1	No
1512	K_DeepCast_100m_mx_246	100	459_1	No
1513	M_DeepCast_100m_m2_321	100	457_1	No
1514	K_DeepCast_100m_mx_044	100	457_1	No
1515	M_DeepCast_100m_m1_362	100	456_1	No
1516	K_DeepCast_100m_m1_328	100	456_1	No
1517	K_DeepCast_100m_m2_313	100	453_1	No
1518	M_DeepCast_100m_mx_312	100	453_1	Representative sequence
1519	K_DeepCast_100m_m2_185	100	451_1	No
1520	M_DeepCast_100m_m1_367	100	451_1	No
1521	M_DeepCast_100m_m2_236	100	450_1	No
1522	M_DeepCast_100m_m2_145	100	447_1	No
1523	M_DeepCast_100m_m1_355	100	445_1	No
1524	M_DeepCast_100m_m2_227	100	443_1	No
1525	K_DeepCast_100m_mx_010	100	443_1	No
1526	M_DeepCast_100m_m1_071	100	440_1	No
1527	K_DeepCast_100m_m1_076	100	440_1	No
1528	K_DeepCast_100m_m2_282	100	439_1	No
1529	M_DeepCast_100m_m1_028	100	439_1	No
1530	K_DeepCast_100m_m2_080	100	438_1	No
1531	M_DeepCast_100m_mx_213	100	438_1	No
1532	K_DeepCast_100m_m2_239	100	434_1	No
1533	K_DeepCast_100m_m2_279	100	432_1	No
1534	M_DeepCast_100m_mx_210	100	432_1	No
1535	K_DeepCast_100m_m2_289	100	423_0	Representative sequence
1536	K_DeepCast_100m_m1_326	100	415_1	Representative sequence
1537	K_DeepCast_100m_m2_315	100	412_0	Representative sequence
1538	K_DeepCast_100m_m2_014	100	411_1	No
1539	K_DeepCast_100m_m1_330	100	410_1	No
1540	K_DeepCast_100m_m1_279	100	406_1	No
1541	M_DeepCast_100m_m2_015	100	406_1	No
1542	M_DeepCast_100m_mx_202	100	403_1	No
1543	K_DeepCast_100m_m2_007	100	400_1	No
1544	M_DeepCast_100m_m1_054	100	400_1	No
1545	M_DeepCast_100m_mx_253	100	399_2	No
1546	K_DeepCast_100m_m1_037	100	397_1	No
1547	M_DeepCast_100m_mx_238	100	397_1	No
1548	K_DeepCast_100m_mx_099	100	391_1	No
1549	M_DeepCast_100m_m1_344	100	391_1	No
1550	M_DeepCast_100m_m1_330	100	385_1	No
1551	K_DeepCast_100m_m1_302	100	385_1	No
1552	M_DeepCast_100m_m1_314	100	384_1	No
1553	K_DeepCast_100m_mx_218	100	384_1	Representative sequence
1554	K_DeepCast_100m_m2_268	100	381_1	Representative sequence
1555	M_DeepCast_100m_m2_034	100	378_1	No
1556	K_DeepCast_100m_mx_054	100	378_1	No
1557	M_DeepCast_100m_mx_224	100	377_1	No
1558	M_DeepCast_100m_m2_125	100	376_1	No
1559	K_DeepCast_100m_m2_278	100	376_1	No
1560	K_DeepCast_100m_mx_132	100	372_2	No
1561	M_DeepCast_100m_m2_031	100	372_2	No
1562	M_DeepCast_100m_mx_194	100	371_1	No
1563	M_DeepCast_100m_m2_124	100	370_1	No
1564	M_DeepCast_100m_m2_105	100	364_1	No
1565	K_DeepCast_100m_m1_009	100	364_1	No
1566	M_DeepCast_100m_m1_332	100	356_1	No
1567	M_DeepCast_100m_mx_317	100	355_1	No
1568	K_DeepCast_100m_m1_188	100	355_1	No
1569	M_DeepCast_100m_m2_139	100	352_2	No
1570	M_DeepCast_100m_m1_099	100	351_1	No
1571	M_DeepCast_100m_m2_198	100	349_1	No
1572	M_DeepCast_100m_m1_151	100	341_1	No
1573	K_DeepCast_100m_m1_296	100	339_1	No
1574	K_DeepCast_100m_m2_316	100	330_1	Representative sequence
1575	M_DeepCast_100m_m1_363	100	330_1	No
1576	K_DeepCast_100m_mx_030	100	327_1	No
1577	K_DeepCast_100m_mx_279	100	325_2	No
1578	M_DeepCast_100m_mx_270	100	325_2	No
1579	M_DeepCast_100m_m1_095	100	322_1	No
