NCBI Genome Submission ID,NCBI BioSample Submission ID,Genome (MAG Identifier),Genome completeness (CheckM),Genome contamination (CheckM),Manual Taxonomy,Taxonomy (GTDB-tk),Comparison of Manual Taxonomy (16RP) and GTDB-tk,Candidate phyla,DPANN,Domain,Number of MAG in cluster (dRep),Completeness (DasTool),Contamination (DasTool),TaxAss-kingdom,TaxAss-phylum,TaxAss-class,TaxAss-order,TaxAss-lineage,TaxAss-clade,TaxAss-tribe,Taxonomy (NCBI),Strain name,16S rRNA phylogeny (CheckM),Number of contigs,Number of  predicted genes,Number of scaffolds,Coding density,GC,Genome size (bp),Longest contig,Longest scaffold,Mean contig length,Mean scaffold length,N50 (contigs),N50 (scaffolds),Translation table,tRNAs decoding Standard 20 AA,Selenocysteine tRNAs,Possible suppressor tRNAs,tRNAs with undetermined/unknown isotypes,Predicted pseudogenes,Total tRNAs
VGKQ00000000,SAMN10966533,M_DeepCast_400m_m2_082,71.88,0,CP Pacearchaeota,d__Archaea;p__Nanoarchaeota;c__Woesearchaeia;o__Pacearchaeales;f__;g__;s__,Match,X,X,Archaea,5,78.95,10.53,,,,,,,,d__Archaea;p__Nanoarchaeota;c__;o__;f__;g__;s__,Nanoarchaeota archaeon M_DeepCast_400m_m2_082 [Phylum],Archaea;Woesearchaeota (DHVEG-6);uncultured euryarchaeote,70,1323,70,0.880,0.33,1064373,88827,88827,15205,15205,35057,35057,11,44,0,0,2,1,47
VGKS00000000,SAMN10966535,M_DeepCast_50m_m2_169,65.81,0,CP Pacearchaeota,d__Archaea;p__Nanoarchaeota;c__Woesearchaeia;o__Pacearchaeales;f__UBA73;g__;s__,Match,X,X,Archaea,10,78.95,2.63,,,,,,,,d__Archaea;p__Nanoarchaeota;c__;o__;f__;g__;s__,Nanoarchaeota archaeon M_DeepCast_50m_m2_169 [Phylum],Archaea;Woesearchaeota (DHVEG-6);hydrothermal vent metagenome,43,853,43,0.903,0.33,685645,50014,50014,15945,15945,32036,32036,11,39,0,0,0,0,39
VGKO00000000,SAMN10966531,K_DeepCast_100m_m1_149,66.74,1.87,CP Pacearchaeota,d__Archaea;p__Nanoarchaeota;c__Woesearchaeia;o__Pacearchaeales;f__;g__;s__,Match,X,X,Archaea,2,76.32,10.53,,,,,,,,d__Archaea;p__Nanoarchaeota;c__;o__;f__;g__;s__,Nanoarchaeota archaeon K_DeepCast_100m_m1_149 [Phylum],Archaea;Woesearchaeota (DHVEG-6);uncultured archaeon,80,952,80,0.899,0.32,751174,75512,75512,9390,9390,19693,19693,11,43,0,0,0,0,43
VGKR00000000,SAMN10966534,M_DeepCast_400m_m2_303,65.58,0.93,CP Pacearchaeota,d__Archaea;p__Nanoarchaeota;c__Woesearchaeia;o__Pacearchaeales;f__GW2011-AR1;g__;s__,Match,X,X,Archaea,6,76.32,5.26,,,,,,,,d__Archaea;p__Nanoarchaeota;c__;o__;f__;g__;s__,Nanoarchaeota archaeon M_DeepCast_400m_m2_303 [Phylum],,65,586,65,0.915,0.31,460171,37909,37909,7080,7080,11195,11195,11,37,0,0,1,1,39
VGKX00000000,SAMN10966540,M_DeepCast_65m_mx_140,91.82,3.81,CP Parvarchaeota,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__UBA10214;f__;g__;s__,Not a match,X,X,Archaea,2,97.37,3.92,Archaea(100),Diapherotrites(96),Micrarchaeia(96),unclassified,unclassified,unclassified,unclassified,d__Archaea;p__Micrarchaeota;c__;o__;f__;g__;s__,Micrarchaeota archaeon M_DeepCast_65m_mx_140 [Phylum],Archaea;Miscellaneous Euryarchaeotic Group(MEG);uncultured archaeon,255,1403,255,0.890,0.48,1247274,24628,24628,4891,4891,6816,6816,11,43,0,0,0,3,46
VGKY00000000,SAMN10966541,K_Offshore_120m_m1_009,80.09,1.85,CP Peribacteria,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Peribacterales;f__Peribacteraceae;g__;s__,Match,X,,Bacteria,6,90.2,2.63,,,,,,,,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Peribacterales;f__;g__;s__,Peribacterales bacterium K_Offshore_120m_m1_009 [Order],,36,1095,36,0.906,0.55,1121510,162882,162882,31153,31153,56370,56370,11,48,0,0,1,0,49
VGKZ00000000,SAMN10966542,K_DeepCast_65m_m2_238,73.04,1.71,CP Perigrinibacteria,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Peribacterales;f__Peribacteraceae;g__;s__,Match,X,,Bacteria,4,78.43,3.92,Bacteria(100),Patescibacteria(100),Gracilibacteria(100),Candidatus_Peribacteria(100),unclassified,unclassified,unclassified,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Peribacterales;f__;g__;s__,Peribacterales bacterium K_DeepCast_65m_m2_238 [Order],Bacteria;Peregrinibacteria;Candidatus Peribacteria;Candidatus Peribacteria bacterium GW2011_GWB1_54_5,133,1125,133,0.903,0.55,1056455,36663,36663,7943,7943,10656,10656,11,40,0,0,1,0,41
VGLC00000000,SAMN10966545,M_DeepCast_200m_m2_052,93.34,9.07,CP Poribacteria,d__Bacteria;p__Poribacteria;c__WGA-4E;o__;f__;g__;s__,Match,X,,Bacteria,5,98.04,3.92,Bacteria(100),Poribacteria(100),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Poribacteria;c__;o__;f__;g__;s__,Poribacteria bacterium M_DeepCast_200m_m2_052 [Phylum],Bacteria;Poribacteria;uncultured bacterium,396,8836,396,0.843,0.45,9841100,159197,159197,24851,24851,37012,37012,11,47,0,2,0,0,49
VGLE00000000,SAMN10966547,K_DeepCast_300m_m1_220,51.76,4.95,CP Poribacteria,d__Bacteria;;c__;o__;f__;g__;s__,"Not a match, only classified to Bacteria in GTDB",X,,Bacteria,5,49.02,2.63,,,,,,,,d__Bacteria;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_300m_m1_220 [Domain],,1073,3124,1073,0.893,0.39,2717832,30628,30628,2533,2533,2489,2489,11,25,0,1,0,0,26
VGLH00000000,SAMN10966550,M_DeepCast_65m_m2_014,97.8,3.3,CP Poribacteria,d__Bacteria;p__Poribacteria;c__WGA-4E;o__;f__;g__;s__,Match,X,,Bacteria,2,96.08,5.26,Bacteria(100),unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Poribacteria;c__;o__;f__;g__;s__,Poribacteria bacterium M_DeepCast_65m_m2_014 [Phylum],Bacteria;Poribacteria;uncultured bacterium,291,3968,291,0.916,0.65,4345014,106559,106559,14931,14931,28384,28384,11,56,0,2,1,2,61
VGLJ00000000,SAMN10966552,M_DeepCast_50m_m1_133,91.03,2.84,CP Rokubacteria,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__,Match,X,,Bacteria,13,100,1.96,Bacteria(100),Rokubacteria(100),NC10(100),Rokubacteriales(100),unclassified,unclassified,unclassified,d__Bacteria;p__Methylomirabilota;c__;o__;f__;g__;s__,Methylomirabilota bacterium M_DeepCast_50m_m1_133 [Phylum],Bacteria;Nitrospirae;Nitrospira;Nitrospirales;0319-6A21;uncultured bacterium,159,5415,159,0.930,0.70,5133623,223108,223108,32287,32287,59371,59371,11,42,0,1,0,1,44
VGOT00000000,SAMN10966641,M_DeepCast_50m_m1_244,82.76,9.31,CP Rokubacteria,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__,Match,X,,Bacteria,6,94.12,25.49,Bacteria(100),Rokubacteria(99),NC10(99),Rokubacteriales(99),unclassified,unclassified,unclassified,d__Bacteria;p__Methylomirabilota;c__;o__;f__;g__;s__,Methylomirabilota bacterium M_DeepCast_50m_m1_244 [Phylum],Bacteria;Nitrospirae;Nitrospira;Nitrospirales;0319-6A21;uncultured bacterium,299,4980,299,0.942,0.71,4800226,87085,87085,16054,16054,24020,24020,11,42,0,1,0,1,44
VGLK00000000,SAMN10966553,K_DeepCast_1200m_m2_081,62.82,0,CP Saccharibacteria,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__;s__,Match,X,,Bacteria,3,92.16,0,Bacteria(100),Patescibacteria(100),Saccharimonadia(100),Saccharimonadales(100),Saccharimonadaceae(100),unclassified,unclassified,d__Bacteria;p__Patescibacteria;c__;o__;f__;g__;s__,Patescibacteria bacterium K_DeepCast_1200m_m2_081 [Phylum],Bacteria;Saccharibacteria;Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17,7,883,7,0.912,0.45,848146,308027,308027,121164,121164,164970,164970,11,40,0,0,1,0,41
VGLL00000000,SAMN10966554,K_DeepCast_150m_m1_139,54.17,0.93,CP Shapirobacteria,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Shapirobacterales;f__;g__;s__,Match,X,,Bacteria,7,88.24,2.63,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Patescibacteria;c__;o__;f__;g__;s__,Patescibacteria bacterium K_DeepCast_150m_m1_139 [Phylum],Bacteria;Microgenomates;Candidatus Woesebacteria;uncultured bacterium,127,1166,127,0.910,0.45,1005243,60671,60671,7915,7915,10809,10809,11,43,0,0,0,1,44
VGLM00000000,SAMN10966555,K_DeepCast_250m_mx_219,55.12,2.15,CP Shapirobacteria,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Shapirobacterales;f__;g__;s__,Match,X,,Bacteria,6,82.35,7.84,Bacteria(99),Patescibacteria(97),Microgenomatia(97),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Patescibacteria;c__;o__;f__;g__;s__,Patescibacteria bacterium K_DeepCast_250m_mx_219 [Phylum],Bacteria;Microgenomates;Candidatus Woesebacteria;uncultured bacterium,161,840,161,0.922,0.40,687251,19224,19224,4269,4269,7069,7069,11,39,0,0,0,1,40
VGLO00000000,SAMN10966557,M_DeepCast_50m_m2_049,63.33,0.83,CP Staskawiczbacteria,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__;s__,Match,X,,Bacteria,2,94.12,9.8,Bacteria(100),Patescibacteria(100),Parcubacteria(100),Candidatus_Staskawiczbacteria(100),unclassified,unclassified,unclassified,d__Bacteria;p__Patescibacteria;c__;o__;f__;g__;s__,Patescibacteria bacterium M_DeepCast_50m_m2_049 [Phylum],Bacteria;Parcubacteria;uncultured bacterium,138,1047,138,0.895,0.34,916196,54099,54099,6639,6639,12281,12281,11,39,0,0,0,1,40
VGJW00000000,SAMN10966513,K_Offshore_40m_m2_103,91.45,0.85,CP Tanganyikabacteria,d__Bacteria;p__Cyanobacteriota;c__Sericytochromatia;o__;f__;g__;s__,"Not a match, but in Cyanobacteria",X,,Bacteria,13,100,0,Bacteria(100),Cyanobacteria(87),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Cyanobacteriota;c__;o__;f__;g__;s__,Cyanobacteriota bacterium K_Offshore_40m_m2_103 [Phylum],Bacteria;Cyanobacteria;ML635J-21;uncultured bacterium,41,2743,41,0.939,0.67,2851896,221433,221433,69558,69558,132492,132492,11,45,0,0,0,1,46
VGJX00000000,SAMN10966514,K_DeepCast_65m_m2_236,56.81,7.58,CP Tanganyikabacteria,d__Bacteria;p__Cyanobacteriota;c__Sericytochromatia;o__;f__;g__;s__,"Not a match, but in Cyanobacteria",X,,Bacteria,1,80.39,17.65,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__;o__;f__;g__;s__,Cyanobacteriota bacterium K_DeepCast_65m_m2_236 [Phylum],,1032,3167,1032,0.904,0.65,2533648,15523,15523,2455,2455,2488,2488,11,12,0,0,0,2,14
VGJY00000000,SAMN10966515,M_DeepCast_65m_m2_071,96.58,4.27,CP Tanganyikabacteria,d__Bacteria;p__Cyanobacteriota;c__Sericytochromatia;o__S15B-MN24;f__;g__;s__,"Not a match, but in Cyanobacteria",X,,Bacteria,1,100,5.88,Bacteria(100),Planctomycetes(100),OM190(100),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Cyanobacteriota;c__;o__;f__;g__;s__,Cyanobacteriota bacterium M_DeepCast_65m_m2_071 [Phylum],Bacteria;Planctomycetes;OM190;uncultured bacterium,514,5848,514,0.910,0.69,6120079,72715,72715,11907,11907,19003,19003,11,51,0,0,3,0,54
VGLS00000000,SAMN10966561,K_DeepCast_65m_m2_066,75.88,3.9,CP Tectomicrobia,d__Bacteria;;c__;o__;f__;g__;s__,"Not a match, only classified to Bacteria in GTDB",X,,Bacteria,1,54.9,5.26,,,,,,,,d__Bacteria;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_65m_m2_066 [Domain],,1270,5848,1270,0.893,0.59,5007022,19218,19218,3943,3943,4456,4456,11,25,0,1,0,1,27
VHBR00000000,SAMN10966978,K_Offshore_120m_m2_035,63.34,6.84,CP TM6,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__RVW-14;g__;s__,"Not a match, is it renamed?",X,,Bacteria,1,74.51,5.88,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_120m_m2_035 [Domain],,349,1356,349,0.905,0.38,1218045,14076,14076,3490,3490,4069,4069,11,24,0,0,0,0,24
VHBS00000000,SAMN10966979,K_DeepCast_35m_m1_037,61.38,2.91,CP TM6,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__RVW-14;g__;s__,"Not a match, is it renamed?",X,,Bacteria,2,96.08,2.63,Bacteria(100),Dependentiae(100),Babeliae(100),Babeliales(100),unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_35m_m1_037 [Domain],Bacteria;TM6 (Dependentiae);uncultured bacterium,104,1268,104,0.895,0.42,1327504,61464,61464,12764,12764,22077,22077,11,38,0,0,0,0,38
VHBT00000000,SAMN10966980,K_Offshore_40m_m1_063,77.46,1.12,CP TM6,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__;g__;s__,"Not a match, is it renamed?",X,,Bacteria,2,94.12,0,Bacteria(100),Dependentiae(90),Babeliae(90),Babeliales(90),unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_40m_m1_063 [Domain],Bacteria;TM6 (Dependentiae);uncultured bacterium,52,885,52,0.907,0.39,1034239,115333,115333,19889,19889,30216,30216,11,38,0,0,0,0,38
VGKU00000000,SAMN10966537,M_DeepCast_50m_m2_233,64.36,1.16,CP Urhbacteria,d__Bacteria;p__Patescibacteria;c__ABY1;o__Uhrbacterales;f__GWF2-40-263;g__;s__,Match,X,,Bacteria,3,92.16,2.63,Bacteria(100),Patescibacteria(100),ABY1(100),Candidatus_Uhrbacteria(99),unclassified,unclassified,unclassified,d__Bacteria;p__Patescibacteria;c__;o__;f__;g__;s__,Patescibacteria bacterium M_DeepCast_50m_m2_233 [Phylum],Bacteria;Parcubacteria;Candidatus Uhrbacteria;uncultured bacterium,96,742,96,0.890,0.56,722956,47464,47464,7531,7531,12911,12911,11,33,0,0,0,0,33
VGLT00000000,SAMN10966562,M_DeepCast_50m_m1_090,68.98,1.98,CP Urhbacteria,d__Bacteria;p__Patescibacteria;c__ABY1;o__Uhrbacterales;f__2-12-FULL-60-25;g__;s__,Match,X,,Bacteria,1,92.16,3.92,Bacteria(100),Patescibacteria(100),ABY1(100),Candidatus_Magasanikbacteria(100),unclassified,unclassified,unclassified,d__Bacteria;p__Patescibacteria;c__;o__;f__;g__;s__,Patescibacteria bacterium M_DeepCast_50m_m1_090 [Phylum],Bacteria;Parcubacteria;Candidatus Magasanikbacteria;uncultured bacterium,126,966,126,0.918,0.48,833911,28697,28697,6618,6618,8966,8966,11,41,0,0,0,0,41
VGLU00000000,SAMN10966563,M_DeepCast_400m_m2_128,99.07,1.4,CP Verstraetaerchaeota,d__Archaea;p__Crenarchaeota;c__Methanomethylicia;o__Methanomethyliales;f__Methanomethyliaceae;g__;s__,Not a match,X,,Archaea,5,100,2.63,Archaea(100),Crenarchaeota(100),Verstraetearchaeia(100),Methanomethyliales(100),Methanomethyliaceae(100),Candidatus_Methanomethylicus(100),unclassified,d__Archaea;p__Crenarchaeota;c__Methanomethylicia;o__Methanomethyliales;f__Methanomethyliaceae;g__;s__,Methanomethyliaceae archaeon M_DeepCast_400m_m2_128 [Family],Archaea;Candidate division YNPFFA;uncultured archaeon,41,1685,41,0.893,0.54,1451440,226297,226297,35401,35401,60301,60301,11,48,0,0,3,0,51
VGKF00000000,SAMN10966522,K_DeepCast_150m_m2_086,83.23,1.24,CP WOR-2 Omnitrophica,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,Match,X,,Bacteria,2,92.16,3.92,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__,Omnitrophota bacterium K_DeepCast_150m_m2_086 [Phylum],,208,1233,208,0.944,0.45,1063397,29136,29136,5112,5112,6625,6625,11,36,0,0,0,0,36
VGKG00000000,SAMN10966523,M_DeepCast_200m_m2_189,87.28,2.15,CP WOR-2 Omnitrophica,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,Match,X,,Bacteria,4,96.08,2.63,Bacteria(100),Omnitrophicaeota(100),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__,Omnitrophota bacterium M_DeepCast_200m_m2_189 [Phylum],Bacteria;Omnitrophica;uncultured bacterium,52,1432,52,0.947,0.51,1471138,240476,240476,28291,28291,61093,61093,11,44,0,0,0,1,45
VGKH00000000,SAMN10966524,K_DeepCast_250m_m2_027,87.57,4.3,CP WOR-2 Omnitrophica,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Match,X,,Bacteria,6,90.2,2.63,Bacteria(100),Omnitrophicaeota(100),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__,Omnitrophota bacterium K_DeepCast_250m_m2_027 [Phylum],Bacteria;Omnitrophica;uncultured bacterium,105,1480,105,0.920,0.41,1408423,94966,94966,13414,13414,21810,21810,11,47,0,0,0,0,47
VGKI00000000,SAMN10966525,M_DeepCast_400m_m1_102,73.77,9.99,CP WOR-2 Omnitrophica,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Match,X,,Bacteria,4,70.59,5.26,,,,,,,,d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__,Omnitrophota bacterium M_DeepCast_400m_m1_102 [Phylum],,368,1601,368,0.948,0.40,1374908,60438,60438,3736,3736,4382,4382,11,38,0,0,0,0,38
VGKJ00000000,SAMN10966526,M_DeepCast_400m_m2_096,73.97,1.68,CP WOR-2 Omnitrophica,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,Match,X,,Bacteria,5,90.2,9.8,Bacteria(100),Omnitrophicaeota(97),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__,Omnitrophota bacterium M_DeepCast_400m_m2_096 [Phylum],,223,1025,223,0.953,0.41,822666,24970,24970,3689,3689,4079,4079,11,31,0,0,0,0,31
VGKK00000000,SAMN10966527,M_DeepCast_400m_m2_183,86.97,3.32,CP WOR-2 Omnitrophica,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,Match,X,,Bacteria,4,90.2,1.96,,,,,,,,d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__,Omnitrophota bacterium M_DeepCast_400m_m2_183 [Phylum],,166,1285,166,0.902,0.47,1189554,41232,41232,7166,7166,9776,9776,11,36,0,0,0,2,38
VGKM00000000,SAMN10966529,K_DeepCast_150m_m1_084,75.99,3.23,CP WOR-2 Omnitrophica,d__Bacteria;p__Omnitrophota;c__koll11;o__GIF10;f__UBA6249;g__;s__,Match,X,,Bacteria,3,96.08,7.89,,,,,,,,d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__,Omnitrophota bacterium K_DeepCast_150m_m1_084 [Phylum],,290,1655,290,0.954,0.43,1517252,46276,46276,5232,5232,7487,7487,11,36,0,0,0,1,37
VGKN00000000,SAMN10966530,K_DeepCast_250m_m2_062,83.81,2.41,CP WOR-2 Omnitrophica,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Match,X,,Bacteria,4,94.12,7.89,Archaea(98),Diapherotrites(85),Iainarchaeia(85),Iainarchaeales(85),unclassified,unclassified,unclassified,d__Bacteria;p__Omnitrophota;c__;o__;f__;g__;s__,Omnitrophota bacterium K_DeepCast_250m_m2_062 [Phylum],Bacteria;Omnitrophica;uncultured organism,460,2236,460,0.917,0.38,2115931,29658,29658,4600,4600,5633,5633,11,34,0,0,0,3,37
VGIR00000000,SAMN10966482,K_DeepCast_150m_m2_040,94.51,4.4,CP WOR-3,d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__;s__,Match,X,,Bacteria,8,100,2.63,Bacteria(100),TA06(100),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__WOR-3;c__;o__;f__;g__;s__,WOR-3 bacterium K_DeepCast_150m_m2_040 [Phylum],Bacteria;AC1;uncultured bacterium SHA-114,215,3060,215,0.871,0.63,3366184,133796,133796,15657,15657,29079,29079,11,49,0,1,0,0,50
VGIS00000000,SAMN10966483,K_DeepCast_150m_m2_307,74.14,0.1,CP WOR-3,d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__;s__,Match,X,,Bacteria,5,86.27,2.63,Bacteria(100),TA06(100),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__WOR-3;c__;o__;f__;g__;s__,WOR-3 bacterium K_DeepCast_150m_m2_307 [Phylum],Bacteria;AC1;uncultured bacterium,703,2485,703,0.899,0.65,2368780,21059,21059,3370,3370,3777,3777,11,37,0,1,0,0,38
VGIT00000000,SAMN10966484,K_DeepCast_250m_m1_105,54.59,0,CP WOR-3,d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__;s__,Match,X,,Bacteria,2,78.43,0,,,,,,,,d__Bacteria;p__WOR-3;c__;o__;f__;g__;s__,WOR-3 bacterium K_DeepCast_250m_m1_105 [Phylum],,518,1472,518,0.897,0.63,1307803,9009,9009,2525,2525,2600,2600,11,18,0,1,0,0,19
VGIU00000000,SAMN10966485,M_DeepCast_400m_m1_356,50.59,2.81,CP WOR-3,d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__;s__,Match,X,,Bacteria,1,72.55,7.84,Bacteria(100),TA06(100),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__WOR-3;c__;o__;f__;g__;s__,WOR-3 bacterium M_DeepCast_400m_m1_356 [Phylum],Bacteria;AC1;uncultured bacterium,751,2349,751,0.920,0.68,2089483,13454,13454,2782,2782,2973,2973,11,35,0,1,0,1,37
VGPH00000000,SAMN10966655,K_DeepCast_150m_m2_105,73.93,1.26,CP WWE1,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__;s__,"Not a match, is it renamed?",X,,Bacteria,7,100,9.8,,,,,,,,d__Bacteria;p__Cloacimonadota;c__;o__;f__;g__;s__,Cloacimonadota bacterium K_DeepCast_150m_m2_105 [Phylum],,436,1685,436,0.908,0.42,1697512,22792,22792,3893,3893,4516,4516,11,40,0,0,0,0,40
VGPI00000000,SAMN10966656,K_DeepCast_250m_m1_043,95.48,2.26,CP WWE1,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__;s__,"Not a match, is it renamed?",X,,Bacteria,4,94.12,7.84,,,,,,,,d__Bacteria;p__Cloacimonadota;c__;o__;f__;g__;s__,Cloacimonadota bacterium K_DeepCast_250m_m1_043 [Phylum],,287,1866,287,0.906,0.50,2014744,29950,29950,7020,7020,9809,9809,11,45,0,0,0,0,45
VGPK00000000,SAMN10966658,M_DeepCast_400m_m2_266,55.37,1.8,CP WWE3,d__Bacteria;p__Patescibacteria;c__4484-211;o__4484-211;f__;g__;s__,"Not a match, is it renamed?",X,,Bacteria,4,88.24,3.92,,,,,,,,d__Bacteria;p__Patescibacteria;c__;o__;f__;g__;s__,Patescibacteria bacterium M_DeepCast_400m_m2_266 [Phylum],,218,1256,218,0.854,0.42,988385,25780,25780,4534,4534,5569,5569,11,36,0,0,0,0,36
VGXH00000000,SAMN10966864,K_DeepCast_100m_m2_307,73.74,1.28,CP Ziwabacteria,d__Bacteria;p__UBP1;c__PRR-12;o__;f__;g__;s__,Not a match,X,,Bacteria,2,54.9,5.88,Bacteria(100),Latescibacteria(100),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_100m_m2_307 [Domain],Bacteria;Latescibacteria;uncultured bacterium,742,3058,742,0.919,0.72,3007934,19568,19568,4054,4054,5083,5083,11,24,0,0,0,2,26
VGXI00000000,SAMN10966865,K_DeepCast_100m_m2_321,98.35,0,CP Ziwabacteria,d__Bacteria;p__UBP1;c__PRR-12;o__;f__;g__;s__,Not a match,X,,Bacteria,4,98.04,1.96,Bacteria(100),Latescibacteria(100),Latescibacteria(100),Latescibacterales(100),Latescibacteraceae(100),unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_100m_m2_321 [Domain],Bacteria;Latescibacteria;uncultured bacterium,425,3404,425,0.921,0.71,3636611,67839,67839,8557,8557,13649,13649,11,49,0,0,0,2,51
VGJU00000000,SAMN10966511,K_Offshore_80m_m2_058,96.09,2.55,CP Zixibacteria,d__Bacteria;p__Latescibacterota;c__;o__;f__;g__;s__,Not a match,X,,Bacteria,2,96.08,3.92,Bacteria(100),AncK6(100),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_80m_m2_058 [Domain],Bacteria;PAUC34f;uncultured bacterium,431,4425,431,0.913,0.57,4379653,62794,62794,10162,10162,15860,15860,11,43,0,2,1,0,46
VGPP00000000,SAMN10966663,M_surface_7_m2_037,73.39,0.82,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,18,66.67,1.96,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. M_surface_7_m2_037 [Genus],,209,2144,209,0.919,0.66,1748353,54054,54054,8365,8365,11928,11928,11,36,0,0,0,0,36
VGPQ00000000,SAMN10966664,M_surface_7_m2_040,88.48,6.84,Cyanobacteria,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__,Match,,,Bacteria,12,92.16,10.53,,,,,,,,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__Cyanobium;s__,Cyanobium sp. M_surface_7_m2_040 [Genus],,524,2641,524,0.923,0.67,2121097,19111,19111,4048,4048,5004,5004,11,35,0,0,0,0,35
