"Genome1"	"Genome2"	"ANI"	"self"	"group"	"group2"	"versus"	"Manual.Taxonomy"	"Taxonomy..GTDB.tk."
"K_DeepCast_35m_m2_271"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.536484	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_65m_m2_129"	"GCA_009693345.1_ASM969334v1_genomic.fna"	80.478577	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_Offshore_120m_mx_162"	"GCA_009693345.1_ASM969334v1_genomic.fna"	74.86058	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__"
"K_Offshore_40m_m2_212"	"GCA_009693345.1_ASM969334v1_genomic.fna"	80.218689	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_Offshore_80m_m1_178"	"GCA_009693345.1_ASM969334v1_genomic.fna"	76.621017	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-41;g__;s__"
"K_Offshore_80m_m1_186"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.204559	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__"
"K_Offshore_80m_m2_053"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.714706	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_107"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.713181	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_115"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.269836	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"K_Offshore_80m_m2_123"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.730789	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__"
"K_Offshore_80m_m2_228"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.358063	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"M_DeepCast_100m_m1_014"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.908371	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Gammaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__"
"M_DeepCast_100m_m1_373"	"GCA_009693345.1_ASM969334v1_genomic.fna"	77.390671	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__UTPRO2;s__"
"M_DeepCast_50m_m1_133"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.226379	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.359756	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m2_111"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.716888	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"M_DeepCast_50m_m2_221"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.104446	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__;g__;s__"
"M_surface_9_m2_109"	"GCA_009693345.1_ASM969334v1_genomic.fna"	75.733147	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_100m_m2_028"	"GCA_009693355.1_ASM969335v1_genomic.fna"	74.84967	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Lentisphaerae"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__"
"K_DeepCast_150m_m1_387"	"GCA_009693355.1_ASM969335v1_genomic.fna"	77.076874	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__UBA3361;s__"
"K_DeepCast_35m_m1_177"	"GCA_009693355.1_ASM969335v1_genomic.fna"	74.711288	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA4248;o__UBA7976;f__UBA1532;g__;s__"
"K_DeepCast_35m_m2_009"	"GCA_009693355.1_ASM969335v1_genomic.fna"	74.693924	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__"
"K_DeepCast_35m_m2_067"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.732864	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_259"	"GCA_009693355.1_ASM969335v1_genomic.fna"	79.626747	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_DeepCast_35m_m2_271"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.564369	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_65m_m2_129"	"GCA_009693355.1_ASM969335v1_genomic.fna"	80.165771	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_Offshore_120m_m2_037"	"GCA_009693355.1_ASM969335v1_genomic.fna"	74.643295	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Chloroflexi"	"d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__;s__"
"K_Offshore_120m_mx_162"	"GCA_009693355.1_ASM969335v1_genomic.fna"	74.981644	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__"
"K_Offshore_40m_m2_212"	"GCA_009693355.1_ASM969335v1_genomic.fna"	79.810257	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_Offshore_80m_m1_178"	"GCA_009693355.1_ASM969335v1_genomic.fna"	76.852264	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-41;g__;s__"
"K_Offshore_80m_m1_186"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.04982	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__"
"K_Offshore_80m_m2_053"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.559586	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_107"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.47052	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_115"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.203094	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"K_Offshore_80m_m2_123"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.673187	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__"
"K_Offshore_80m_m2_187"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.159889	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__;g__;s__"
"K_Offshore_80m_m2_228"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.076546	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"M_DeepCast_100m_m1_014"	"GCA_009693355.1_ASM969335v1_genomic.fna"	76.480339	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Gammaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__"
"M_DeepCast_100m_m1_373"	"GCA_009693355.1_ASM969335v1_genomic.fna"	78.502106	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__UTPRO2;s__"
"M_DeepCast_50m_m1_133"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.083153	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.249352	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m2_111"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.708191	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"M_DeepCast_50m_m2_221"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.488754	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__;g__;s__"
"M_surface_7_m1_304"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.771866	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__"
"M_surface_9_m2_109"	"GCA_009693355.1_ASM969335v1_genomic.fna"	75.438293	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_259"	"GCA_009693405.1_ASM969340v1_genomic.fna"	79.179092	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_DeepCast_65m_m2_129"	"GCA_009693405.1_ASM969340v1_genomic.fna"	79.575569	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_Offshore_40m_m2_212"	"GCA_009693405.1_ASM969340v1_genomic.fna"	78.954269	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_Offshore_80m_m1_178"	"GCA_009693405.1_ASM969340v1_genomic.fna"	76.01004	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-41;g__;s__"
"M_DeepCast_100m_m1_373"	"GCA_009693405.1_ASM969340v1_genomic.fna"	76.816681	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__UTPRO2;s__"
"K_DeepCast_150m_m1_387"	"GCA_009693425.1_ASM969342v1_genomic.fna"	76.05513	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__UBA3361;s__"
"K_DeepCast_35m_m2_067"	"GCA_009693425.1_ASM969342v1_genomic.fna"	75.273247	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_259"	"GCA_009693425.1_ASM969342v1_genomic.fna"	78.066116	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_DeepCast_35m_m2_271"	"GCA_009693425.1_ASM969342v1_genomic.fna"	75.037903	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_65m_m2_129"	"GCA_009693425.1_ASM969342v1_genomic.fna"	78.52977	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_Offshore_120m_mx_162"	"GCA_009693425.1_ASM969342v1_genomic.fna"	74.723396	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__"
"K_Offshore_80m_m1_178"	"GCA_009693425.1_ASM969342v1_genomic.fna"	76.531891	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-41;g__;s__"
"K_Offshore_80m_m2_107"	"GCA_009693425.1_ASM969342v1_genomic.fna"	75.342468	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_123"	"GCA_009693425.1_ASM969342v1_genomic.fna"	75.279167	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__"
"K_Offshore_80m_m2_228"	"GCA_009693425.1_ASM969342v1_genomic.fna"	75.196602	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"M_DeepCast_100m_m1_014"	"GCA_009693425.1_ASM969342v1_genomic.fna"	75.643623	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Gammaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__"
"M_DeepCast_100m_m1_373"	"GCA_009693425.1_ASM969342v1_genomic.fna"	77.235046	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__UTPRO2;s__"
"M_DeepCast_50m_m1_133"	"GCA_009693425.1_ASM969342v1_genomic.fna"	75.27623	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009693425.1_ASM969342v1_genomic.fna"	74.952606	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m2_111"	"GCA_009693425.1_ASM969342v1_genomic.fna"	75.492233	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"M_surface_9_m2_109"	"GCA_009693425.1_ASM969342v1_genomic.fna"	75.560623	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_150m_m1_387"	"GCA_009693435.1_ASM969343v1_genomic.fna"	75.66748	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__UBA3361;s__"
"K_DeepCast_35m_m2_067"	"GCA_009693435.1_ASM969343v1_genomic.fna"	75.006165	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_259"	"GCA_009693435.1_ASM969343v1_genomic.fna"	76.375916	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_DeepCast_35m_m2_271"	"GCA_009693435.1_ASM969343v1_genomic.fna"	74.762375	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_65m_m2_129"	"GCA_009693435.1_ASM969343v1_genomic.fna"	76.581146	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_Offshore_120m_mx_162"	"GCA_009693435.1_ASM969343v1_genomic.fna"	74.718819	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__"
"K_Offshore_80m_m1_178"	"GCA_009693435.1_ASM969343v1_genomic.fna"	75.928696	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-41;g__;s__"
"K_Offshore_80m_m1_186"	"GCA_009693435.1_ASM969343v1_genomic.fna"	74.666412	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__"
"K_Offshore_80m_m2_053"	"GCA_009693435.1_ASM969343v1_genomic.fna"	75.097855	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_107"	"GCA_009693435.1_ASM969343v1_genomic.fna"	74.925438	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_123"	"GCA_009693435.1_ASM969343v1_genomic.fna"	75.186462	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__"
"K_Offshore_80m_m2_228"	"GCA_009693435.1_ASM969343v1_genomic.fna"	75.004486	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"M_DeepCast_100m_m1_373"	"GCA_009693435.1_ASM969343v1_genomic.fna"	76.596054	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__UTPRO2;s__"
"M_DeepCast_50m_m1_133"	"GCA_009693435.1_ASM969343v1_genomic.fna"	74.807014	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009693435.1_ASM969343v1_genomic.fna"	74.798836	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m2_111"	"GCA_009693435.1_ASM969343v1_genomic.fna"	75.082916	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"M_DeepCast_50m_m2_221"	"GCA_009693435.1_ASM969343v1_genomic.fna"	75.164551	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__;g__;s__"
"M_surface_7_m1_304"	"GCA_009693435.1_ASM969343v1_genomic.fna"	75.297676	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__;s__"
"M_surface_9_m2_109"	"GCA_009693435.1_ASM969343v1_genomic.fna"	75.276428	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_65m_m2_129"	"GCA_009693475.1_ASM969347v1_genomic.fna"	76.038551	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_Offshore_80m_m1_178"	"GCA_009693475.1_ASM969347v1_genomic.fna"	75.331902	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-41;g__;s__"
"K_Offshore_80m_m2_123"	"GCA_009693475.1_ASM969347v1_genomic.fna"	75.124359	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__"
